,Dátum,Citadella_Származtatott,Erste_Stock_Hungary_Indexkövető_Részvény_A,Generali_Arany_Oroszlán_ESG,HOLD_Columbus,HOLD_Nemzetközi,HOLD_VM_Abszolút_Származtatott_Befektetési,MBH_Fejlett_Piaci_Részvény,OTP_Klímaváltozás_13030,OTP_Supra,VIG_Opportunity_Fejlett_Piaci_Részvény,SP500
582,2022-04-28,2.520776,2.3675,1.346641,2.55448,4.78062,2.094025,2.548278,2.103301,3.00849,2.682085,148014.37120418437
583,2022-04-27,2.511452,2.3886,1.329577,2.553838,4.703298,2.094439,2.577417,2.056134,3.014577,2.734784,142795.40481667593
584,2022-04-26,2.525465,2.4387,1.33096,2.552478,4.608664,2.094246,2.575896,2.083873,2.967771,2.770149,139689.36114781443
585,2022-04-25,2.548677,2.4445,1.347429,2.544169,4.652866,2.09299,2.595231,2.074809,3.007919,2.783458,141846.30098530278
586,2022-04-22,2.550716,2.4346,1.374731,2.55453,4.609781,2.091988,2.584425,2.109999,2.99076,2.766763,140770.56945154443
587,2022-04-21,2.565919,2.4277,1.364237,2.549375,4.668892,2.091847,2.590179,2.185856,2.949864,2.809799,144589.81847474352
588,2022-04-20,2.565407,2.4276,1.351833,2.550259,4.748379,2.097565,2.624419,2.210331,2.953138,2.790936,147963.79416581243
589,2022-04-19,2.543631,2.4105,1.363738,2.558704,4.780589,2.097911,2.636251,2.193623,2.992826,2.798162,148961.94720556773
590,2022-04-14,2.546063,2.3591,1.364179,2.559569,4.739715,2.090852,2.63581,2.229013,2.952969,2.828856,146251.86246080697
591,2022-04-13,2.556756,2.3756,1.366902,2.563702,4.827507,2.095875,2.644274,2.21202,2.982805,2.85189,149320.90822292492
592,2022-04-12,2.553644,2.397,1.373892,2.557268,4.779623,2.091349,2.603325,2.231681,2.986461,2.815499,147190.02834028006
593,2022-04-11,2.549919,2.3794,1.371049,2.550155,4.792719,2.092585,2.551816,2.250114,2.939553,2.786792,147272.8725266615
594,2022-04-08,2.552867,2.3679,1.368026,2.527474,4.829016,2.098372,2.542457,2.293284,2.928249,2.78564,150581.95256070513
595,2022-04-07,2.544948,2.4848,1.36436,2.504624,4.816095,2.099458,2.554712,2.261631,2.939169,2.745201,150733.80049869977
596,2022-04-06,2.538683,2.5827,1.366118,2.502304,4.806946,2.096804,2.578599,2.262493,2.918819,2.745852,148767.04151259083
597,2022-04-05,2.560576,2.5641,1.370684,2.4946,4.736489,2.099312,2.622045,2.258897,2.910879,2.755418,146395.57503119856
598,2022-04-04,2.588088,2.556,1.358251,2.491148,4.744591,2.104634,2.591492,2.211373,2.919858,2.842159,146719.25756119005
599,2022-04-01,2.577645,2.6147,1.360267,2.488116,4.681648,2.101041,2.598718,2.186862,2.921793,2.803684,145194.28921519406
600,2022-03-31,2.56977,2.6669,1.369143,2.47556,4.65943,2.100434,2.556395,2.181817,2.907729,2.806873,143453.91015902907
601,2022-03-30,2.575093,2.5206,1.398888,2.475943,4.678147,2.105755,2.55129,2.246229,2.893098,2.800079,146684.22602789104
602,2022-03-29,2.591844,2.4959,1.366628,2.475885,4.726786,2.108082,2.544192,2.20939,2.848175,2.751292,151980.0996222673
603,2022-03-28,2.55734,2.4921,1.366466,2.448154,4.801991,2.103439,2.552564,2.223064,2.868562,2.786438,149402.3311360879
604,2022-03-25,2.545542,2.5318,1.365493,2.450511,4.774254,2.104407,2.484167,2.223064,2.868562,2.750151,148957.72947965842
605,2022-03-24,2.540234,2.522,1.355906,2.455109,4.766978,2.102337,2.462162,2.234188,2.874949,2.740338,147505.62134549767
606,2022-03-23,2.529806,2.514,1.378358,2.457278,4.676318,2.096757,2.476992,2.20058,2.895157,2.701118,143887.62514500134
607,2022-03-22,2.547166,2.4996,1.366905,2.451284,4.738106,2.102807,2.477938,2.236039,2.877917,2.691076,147164.0059305271
608,2022-03-21,2.52712,2.5318,1.370618,2.445522,4.683532,2.099884,2.462814,2.203501,2.897219,2.665017,145728.96054434497
609,2022-03-18,2.532642,2.5098,1.359331,2.441145,4.668754,2.099314,2.488326,2.206709,2.881194,2.657971,143810.5425134208
610,2022-03-17,2.52651,2.426,1.362555,2.440454,4.603975,2.094264,2.545895,2.188785,2.895696,2.715276,142526.07826900482
611,2022-03-16,2.532817,2.3704,1.32759,2.431255,4.586385,2.090332,2.551673,2.159904,2.878648,2.675577,142223.04233019333
612,2022-03-11,2.500256,2.4291,1.313428,2.419977,4.549281,2.112583,2.517054,2.183249,2.893951,2.768245,139834.8587395996
613,2022-03-10,2.484409,2.3385,1.358292,2.400592,4.543124,2.116135,2.524467,2.175917,2.837925,2.694831,139633.76941628382
614,2022-03-09,2.501939,2.2416,1.29021,2.411136,4.550769,2.111695,2.477877,2.224338,2.849425,2.705059,147084.5693412125
615,2022-03-08,2.469649,2.2615,1.315296,2.389987,4.599046,2.135002,2.467203,2.221879,2.869222,2.734592,144639.71244386584
616,2022-03-07,2.503025,2.3423,1.285732,2.38398,4.666377,2.120839,2.421484,2.195661,2.810269,2.617687,143857.64176943712
617,2022-03-04,2.516018,2.241,1.332536,2.375591,4.696779,2.108617,2.401917,2.091736,2.788178,2.649115,143032.31225077808
618,2022-03-03,2.547989,2.2105,1.363556,2.40253,4.602572,2.095298,2.325443,2.096053,2.875267,2.638568,142535.69668717682
619,2022-03-02,2.550372,2.4909,1.320655,2.396715,4.652481,2.092605,2.320086,2.134382,2.881796,2.539097,142291.04589325935
620,2022-03-01,2.574641,2.6183,1.360295,2.406781,4.5068,2.098083,2.346251,2.08122,2.923226,2.464409,136873.76884371042
621,2022-02-28,2.60012,2.4457,1.369198,2.427189,4.492421,2.08866,2.349855,2.121042,2.967896,2.506081,138267.29507838842
622,2022-02-25,2.632668,2.7242,1.315074,2.499775,4.466422,2.087674,2.359831,2.058557,3.024919,2.502598,138693.64506381378
623,2022-02-24,2.600296,2.7519,1.330692,2.462862,4.432447,2.088826,2.393857,1.970331,2.93263,2.516914,131813.4723671591
624,2022-02-23,2.63027,2.7715,1.336075,2.573518,4.240216,2.085405,2.387714,1.896429,3.191112,2.538894,127491.40491324943
625,2022-02-22,2.636269,2.8773,1.333149,2.564473,4.307446,2.087398,2.37839,1.917868,3.179974,2.561379,130423.10985348187
627,2022-02-18,2.647593,2.9633,1.369971,2.589697,4.327086,2.093384,2.387733,1.956056,3.226305,2.551633,131120.6287536621
628,2022-02-17,2.651316,2.9376,1.371619,2.599978,4.353575,2.093217,2.416051,1.987123,3.2351,2.537333,131288.99722211435
629,2022-02-16,2.662883,2.9328,1.377526,2.595208,4.397702,2.092854,2.388158,1.995697,3.220484,2.56377,133789.09995610174
630,2022-02-15,2.658231,2.9867,1.359807,2.585971,4.411174,2.092999,2.369566,1.999597,3.209336,2.593596,135684.60775734764
631,2022-02-14,2.645605,3.0086,1.373468,2.582288,4.379857,2.09271,2.381676,1.956895,3.215503,2.561474,132349.25614048913
632,2022-02-11,2.654724,3.0269,1.384187,2.606403,4.344321,2.09252,2.367738,1.957429,3.239019,2.539031,131448.27574418113
633,2022-02-10,2.665178,3.0216,1.385482,2.592245,4.417955,2.093238,2.45592,1.981541,3.228427,2.541108,133604.20688510034
634,2022-02-09,2.671168,2.9789,1.366552,2.573577,4.427566,2.092204,2.452598,2.009386,3.195912,2.575878,136317.68986631092
635,2022-02-08,2.652904,2.9645,1.361119,2.561162,4.380936,2.091558,2.441916,1.976084,3.216197,2.626194,134151.4835052807
636,2022-02-07,2.628671,2.9874,1.35694,2.554774,4.336906,2.090987,2.428126,1.961242,3.218451,2.612439,132896.9285795465
637,2022-02-04,2.630694,3.0213,1.373475,2.551637,4.341929,2.092826,2.368397,1.965232,3.235508,2.623304,133761.28507995605
638,2022-02-03,2.620344,3.0252,1.397594,2.558888,4.352348,2.092843,2.383903,1.997815,3.269093,2.577613,134774.17549124174
639,2022-02-02,2.636192,3.0503,1.399156,2.553021,4.476671,2.094505,2.355202,2.02673,3.231592,2.546453,138782.58749763016
640,2022-02-01,2.628487,3.0175,1.394658,2.549158,4.458252,2.094668,2.392766,2.018152,3.248415,2.549098,137918.59977722168
641,2022-01-31,2.618718,3.0203,1.381349,2.536633,4.485872,2.100069,2.390896,2.018496,3.241406,2.54248,139155.3789710328
642,2022-01-28,2.596469,2.9636,1.400688,2.524174,4.422456,2.103091,2.433024,1.975633,3.248886,2.537885,136129.3405643124
643,2022-01-27,2.591558,2.9164,1.398235,2.547799,4.363199,2.098595,2.441568,1.974915,3.327981,2.556761,133021.5079421997
644,2022-01-26,2.593765,2.9214,1.375592,2.534795,4.357677,2.098171,2.479271,1.995112,3.303044,2.608001,132408.46964634955
645,2022-01-25,2.583982,2.9756,1.362733,2.520924,4.37409,2.098087,2.495357,1.992714,3.268971,2.615286,133431.9842970511
646,2022-01-24,2.577188,2.9969,1.405882,2.494085,4.365478,2.09757,2.496857,2.009127,3.22981,2.625366,133781.43333050888
647,2022-01-21,2.590163,3.0317,1.426919,2.547063,4.363184,2.096685,2.468098,2.035452,3.2889,2.654668,132776.11161880195
648,2022-01-20,2.603364,3.0017,1.416374,2.568703,4.431461,2.096495,2.499408,2.07917,3.270178,2.63424,134810.81892260443
649,2022-01-19,2.610022,3.0462,1.415834,2.561889,4.457392,2.096321,2.527418,2.086854,3.229826,2.647359,137311.71567625366
650,2022-01-18,2.59362,3.0043,1.426007,2.544403,4.462567,2.095777,2.525835,2.101192,3.22176,2.694736,137044.70649782196
652,2022-01-14,2.570809,3.0835,1.427382,2.540612,4.511044,2.098311,2.554332,2.121898,3.208007,2.672063,138480.12765519507
653,2022-01-13,2.579984,3.0424,1.430686,2.545996,4.479048,2.098321,2.578212,2.146495,3.226575,2.698404,137988.15052836668
654,2022-01-12,2.572985,2.9777,1.425437,2.542055,4.564306,2.096523,2.629209,2.183265,3.183456,2.722772,142429.40936812386
655,2022-01-11,2.561743,2.9528,1.414634,2.524989,4.565325,2.096135,2.668922,2.184845,3.151088,2.746102,143176.54702749103
656,2022-01-10,2.552029,2.9403,1.437471,2.51199,4.530696,2.097164,2.648701,2.166094,3.160967,2.805665,141626.39877089113
657,2022-01-07,2.54694,2.961,1.448857,2.502425,4.561979,2.097402,2.666834,2.216361,3.160768,2.805218,143138.44270775747
658,2022-01-06,2.536615,2.9427,1.469502,2.489918,4.588696,2.097882,2.678191,2.245223,3.150692,2.808288,144315.06114890613
659,2022-01-05,2.540893,2.9472,1.476765,2.491387,4.60483,2.097739,2.684846,2.275912,3.167,2.83018,144992.13130943477
660,2022-01-04,2.549298,2.8802,1.474313,2.472304,4.706526,2.097463,2.687652,2.33934,3.125899,2.834854,149344.0970143564
661,2022-01-03,2.547659,2.8803,1.469498,2.44613,4.703813,2.09716,2.660489,2.354953,3.111175,2.827159,149223.90960479155
662,2021-12-31,2.54551,2.858,1.474093,2.438727,4.699474,2.096415,2.633093,2.379334,3.080208,2.839616,148969.19199424982
663,2021-12-30,2.542977,2.8216,1.467896,2.437886,4.72544,2.096873,2.608055,2.387191,3.074271,2.800901,149377.2294877246
664,2021-12-29,2.548029,2.8189,1.475788,2.439196,4.742875,2.097457,2.571566,2.38748,3.052631,2.772438,150071.8679000102
665,2021-12-28,2.545602,2.8254,1.474865,2.435516,4.721192,2.096638,2.599433,2.375453,3.04106,2.747473,149775.87236344814
666,2021-12-27,2.543576,2.7908,1.462417,2.430951,4.751828,2.097135,2.609063,2.385976,3.018548,2.698264,150021.1198666012
667,2021-12-23,2.53318,2.8681,1.442682,2.430591,4.679825,2.096317,2.644209,2.357804,3.052369,2.729449,147236.37383763492
668,2021-12-22,2.531043,2.8645,1.431114,2.418704,4.64245,2.096448,2.597613,2.343689,3.023903,2.768951,146663.7732342668
669,2021-12-21,2.51902,2.8898,1.408375,2.431207,4.606019,2.096247,2.614803,2.321974,3.050081,2.772593,145441.98124157265
670,2021-12-20,2.522681,2.8757,1.426534,2.41335,4.53766,2.096165,2.618749,2.292512,3.06106,2.729804,142903.70641821064
671,2021-12-17,2.528112,2.8482,1.441897,2.423512,4.556833,2.098944,2.596454,2.311593,3.06376,2.752912,143770.7378407186
672,2021-12-16,2.530937,2.8516,1.429653,2.438384,4.630773,2.104476,2.599192,2.337099,3.04992,2.763573,146387.8281113226
673,2021-12-15,2.530131,2.879,1.419072,2.405295,4.653249,2.102227,2.62043,2.349396,2.988706,2.748349,147362.3194878921
674,2021-12-14,2.536233,2.9055,1.428182,2.424615,4.574587,2.105159,2.55378,2.310607,3.029203,2.780003,144883.91602027975
675,2021-12-13,2.54,2.9103,1.430113,2.422743,4.604253,2.105215,2.516099,2.373785,3.012946,2.766836,144671.80041403882
676,2021-12-10,2.555744,2.9154,1.433339,2.429477,4.63423,2.109567,2.539267,2.379945,3.012356,2.69096,146089.06849231943
677,2021-12-09,2.55531,2.9107,1.44694,2.431158,4.597149,2.109823,2.517692,2.379945,3.012356,2.656754,143867.26866191253
678,2021-12-08,2.552438,2.8869,1.45204,2.431195,4.658298,2.112455,2.535272,2.389687,3.048674,2.659836,146634.30443984643
679,2021-12-07,2.554693,2.8934,1.407281,2.425354,4.627616,2.113369,2.588366,2.419274,3.04464,2.666935,145568.34477403387
680,2021-12-06,2.551571,2.9198,1.389408,2.416457,4.518934,2.112639,2.564417,2.403016,3.027524,2.681472,142103.1090619713
681,2021-12-03,2.569711,2.947,1.39325,2.414108,4.469332,2.112064,2.617321,2.327997,3.039121,2.749388,140091.66716185026
682,2021-12-02,2.556335,2.9138,1.420024,2.401607,4.468508,2.114842,2.637732,2.326366,3.029721,2.722441,140671.59260711353
683,2021-12-01,2.558939,2.9281,1.395905,2.406413,4.439451,2.120289,2.633027,2.356185,3.010257,2.793755,139137.58112866245
684,2021-11-30,2.553777,2.8904,1.415182,2.382116,4.482945,2.120613,2.641581,2.371251,3.036358,2.805713,142154.249551462
685,2021-11-29,2.551155,2.9628,1.406646,2.390032,4.600219,2.121714,2.626498,2.420121,3.009925,2.813777,145728.75508150086
686,2021-11-26,2.558302,2.9823,1.461728,2.39212,4.561452,2.121405,2.586044,2.471782,2.964934,2.81194,143771.16475420818
688,2021-11-24,2.591873,2.8712,1.476115,2.425856,4.697601,2.12218,2.594806,2.504527,3.00212,2.763801,148213.3602681365
689,2021-11-23,2.595574,2.9262,1.486557,2.429597,4.712039,2.122477,2.58281,2.510786,3.012589,2.775279,147872.6418777369
690,2021-11-22,2.6125,2.9588,1.473305,2.446076,4.691155,2.122153,2.571236,2.51735,3.046503,2.778912,145995.6851989394
691,2021-11-19,2.625227,2.9424,1.476584,2.447335,4.641399,2.120799,2.54266,2.540984,3.048542,2.764531,144155.78419360146
692,2021-11-18,2.629497,2.9596,1.486851,2.472231,4.635463,2.120357,2.525605,2.539179,3.021509,2.749321,145094.84059831873
693,2021-11-17,2.629577,2.961,1.488466,2.499898,4.66126,2.121146,2.504446,2.495104,3.07097,2.724735,144877.7889923267
694,2021-11-16,2.624078,2.9906,1.488707,2.501761,4.660965,2.121057,2.519182,2.530585,3.0894,2.679914,144863.0470714867
695,2021-11-15,2.613388,3.0376,1.478502,2.513831,4.641916,2.120765,2.505562,2.536932,3.105277,2.694775,143729.34904688224
696,2021-11-12,2.616443,3.0629,1.474613,2.512863,4.62482,2.120603,2.504346,2.52297,3.144476,2.691564,142967.02678074595
697,2021-11-11,2.616223,3.1077,1.458574,2.52096,4.588721,2.120358,2.462478,2.53221,3.13118,2.693582,140796.68079056963
698,2021-11-10,2.620974,3.1166,1.45969,2.514807,4.504606,2.119147,2.456256,2.520048,3.163886,2.681202,138312.57931818254
699,2021-11-09,2.6232,3.1717,1.453056,2.506909,4.537131,2.119515,2.45185,2.432519,3.196537,2.653774,139707.96231554076
700,2021-11-08,2.623227,3.2153,1.455323,2.498444,4.530485,2.1193,2.431711,2.463987,3.203071,2.651697,139568.16873624548
701,2021-11-05,2.626982,3.1552,1.448697,2.487706,4.531318,2.119513,2.433508,2.465018,3.18414,2.626577,140002.24522000924
702,2021-11-04,2.614059,3.126,1.438071,2.481244,4.517623,2.119633,2.443285,2.415865,3.189878,2.653879,138348.52210259624
703,2021-11-03,2.605688,3.106,1.439007,2.47293,4.475187,2.119068,2.433729,2.440569,3.203788,2.647134,138364.20046445727
704,2021-11-02,2.598872,3.083,1.426409,2.478243,4.464347,2.119403,2.410451,2.411758,3.194834,2.655837,137662.47967605293
705,2021-10-29,2.579253,3.1433,1.433224,2.474015,4.427179,2.119262,2.421484,2.422817,3.21655,2.633548,136268.33919687197
706,2021-10-28,2.578871,3.1617,1.434506,2.486566,4.44498,2.119615,2.400516,2.376852,3.220813,2.615533,137672.8365730727
707,2021-10-27,2.576469,3.146,1.435423,2.506578,4.473538,2.12081,2.407909,2.390728,3.225346,2.601036,137004.16373850591
708,2021-10-26,2.579879,3.169,1.422552,2.515796,4.490216,2.120727,2.394193,2.364472,3.271103,2.614083,137764.80962369684
709,2021-10-25,2.574203,3.1583,1.417965,2.511901,4.460461,2.120209,2.378571,2.345901,3.259684,2.581015,136626.50677184667
710,2021-10-22,2.570339,3.1207,1.403951,2.508383,4.433707,2.120111,2.352094,2.349782,3.276089,2.581309,136154.3099904433
711,2021-10-21,2.572,3.1199,1.412893,2.501778,4.412088,2.119795,2.327008,2.320767,3.287346,2.569781,135247.6080676969
712,2021-10-20,2.565933,3.1303,1.400854,2.516241,4.435968,2.120179,2.330457,2.306941,3.291859,2.550358,135163.6826729169
713,2021-10-19,2.562929,3.141,1.399689,2.504623,4.375173,2.119436,2.331331,2.313047,3.278083,2.525465,134619.7500828132
714,2021-10-18,2.560425,3.1641,1.404226,2.504855,4.385213,2.120332,2.346629,2.286199,3.272618,2.515311,132983.92416729964
715,2021-10-15,2.556124,3.1357,1.39519,2.511002,4.363727,2.119976,2.343962,2.281722,3.293,2.53758,132430.8835794758
716,2021-10-14,2.54466,3.1308,1.37852,2.511994,4.333916,2.119932,2.32221,2.253355,3.307048,2.534675,131802.4514027685
717,2021-10-13,2.547088,3.12,1.369241,2.513397,4.307413,2.120588,2.30257,2.250942,3.342927,2.53185,130458.75228131376
718,2021-10-12,2.553437,3.0925,1.379831,2.515843,4.284904,2.120443,2.266457,2.242456,3.349078,2.505279,129348.06789394375
719,2021-10-11,2.555218,3.0876,1.372508,2.521821,4.308684,2.129043,2.30996,2.197336,3.369644,2.488397,130094.89958746359
720,2021-10-08,2.553168,3.0567,1.37556,2.507301,4.305594,2.130721,2.306617,2.186421,3.373595,2.45276,130289.25938868523
721,2021-10-07,2.550478,3.0569,1.356766,2.49328,4.293524,2.134381,2.324969,2.179572,3.338227,2.506073,130727.29630641639
722,2021-10-06,2.542828,3.047,1.361981,2.485127,4.274991,2.128986,2.303511,2.187745,3.320848,2.503923,128713.4586283965
723,2021-10-05,2.546807,3.0613,1.339948,2.497739,4.232343,2.129654,2.340922,2.163497,3.323445,2.507224,127528.50275430828
724,2021-10-04,2.536825,3.0249,1.36061,2.48757,4.18632,2.129263,2.340559,2.160941,3.309847,2.500628,126480.20154824108
725,2021-10-01,2.529944,2.9804,1.368976,2.478484,4.265868,2.130314,2.332139,2.131465,3.318487,2.536298,129232.93179789558
726,2021-09-30,2.537518,2.9449,1.37429,2.480328,4.241367,2.133124,2.312285,2.179747,3.313952,2.523338,127822.23611935973
727,2021-09-29,2.54207,2.9428,1.367906,2.462944,4.242185,2.138325,2.273734,2.178663,3.340899,2.520811,128234.1649304796
728,2021-09-28,2.540351,2.9468,1.392043,2.462452,4.231644,2.13875,2.276694,2.173573,3.322578,2.485889,127294.34342615493
729,2021-09-27,2.534647,2.9741,1.385328,2.448158,4.280765,2.144186,2.306866,2.17656,3.300746,2.456807,129149.69272138551
730,2021-09-24,2.528179,2.9401,1.392838,2.437496,4.254682,2.142965,2.308907,2.228658,3.254015,2.459147,129145.32325551845
731,2021-09-23,2.525123,2.9063,1.376436,2.439404,4.254822,2.142777,2.294335,2.240136,3.252911,2.474516,129181.78260894492
732,2021-09-22,2.529499,2.916,1.358233,2.447646,4.202898,2.142382,2.290939,2.25328,3.251072,2.478009,126277.7997122407
733,2021-09-21,2.534908,2.9911,1.3437,2.436061,4.154556,2.142129,2.296379,2.218993,3.257667,2.475239,125557.318799478
734,2021-09-20,2.537057,2.9918,1.358472,2.430139,4.162981,2.142663,2.293832,2.202707,3.25876,2.46782,125159.45767626166
735,2021-09-17,2.540553,2.9959,1.360907,2.453926,4.187106,2.141504,2.310713,2.199685,3.253606,2.483435,126176.01592406258
736,2021-09-16,2.534401,2.9939,1.356626,2.448223,4.196768,2.140841,2.320059,2.221501,3.255219,2.477404,126195.7165745562
737,2021-09-15,2.519137,3.0175,1.368889,2.456714,4.195929,2.140599,2.31533,2.236529,3.219383,2.494737,126895.33099767938
738,2021-09-14,2.520223,3.013,1.368731,2.457965,4.178128,2.140714,2.306282,2.235785,3.221587,2.49276,125865.4335232228
739,2021-09-13,2.523645,3.0243,1.367787,2.453439,4.20609,2.141057,2.301514,2.244248,3.256298,2.478791,126584.67036556453
740,2021-09-10,2.520629,2.9977,1.370809,2.445201,4.187626,2.141018,2.308374,2.246911,3.249633,2.487774,126222.33989185095
741,2021-09-09,2.514299,3.0039,1.365256,2.445318,4.216282,2.141669,2.310836,2.262256,3.25556,2.487099,127073.80480821244
742,2021-09-08,2.52135,3.0075,1.371685,2.44352,4.213624,2.141377,2.31902,2.267807,3.25124,2.481746,126796.03865537513
743,2021-09-07,2.528111,2.9858,1.376801,2.45554,4.190493,2.141974,2.319926,2.254231,3.22972,2.487212,126442.32519166544
745,2021-09-03,2.530984,2.9706,1.372064,2.458967,4.210167,2.143681,2.298514,2.262055,3.223028,2.487368,127198.16768472455
746,2021-09-02,2.530621,2.9706,1.375514,2.454806,4.199072,2.145246,2.304054,2.261968,3.224077,2.504877,127281.0816822201
747,2021-09-01,2.525858,2.9523,1.368266,2.453083,4.209151,2.145988,2.307004,2.263416,3.204809,2.474593,127655.80432077125
748,2021-08-31,2.526058,2.921,1.369031,2.452008,4.194905,2.145999,2.316841,2.252741,3.227464,2.478903,127318.40909080766
749,2021-08-30,2.522927,2.8927,1.375615,2.446522,4.203138,2.146274,2.299251,2.247079,3.210423,2.490382,127949.93241649121
750,2021-08-27,2.517414,2.9196,1.363131,2.447125,4.235943,2.147443,2.293927,2.260439,3.203942,2.490905,127719.71114778891
751,2021-08-26,2.526681,2.9508,1.361311,2.441226,4.177909,2.146941,2.324201,2.273435,3.220015,2.471418,126265.54178608395
752,2021-08-25,2.527189,2.9697,1.367094,2.437998,4.184907,2.14669,2.323055,2.238687,3.23297,2.480218,127131.29541015625
753,2021-08-24,2.521827,2.9477,1.370308,2.446281,4.207064,2.147852,2.321855,2.23375,3.218591,2.488851,127624.57349005807
754,2021-08-23,2.516429,2.9815,1.361458,2.438237,4.203574,2.148195,2.32829,2.242097,3.219046,2.496244,128050.47014849633
755,2021-08-19,2.51924,2.9464,1.378057,2.438406,4.175261,2.14914,2.322339,2.236091,3.231448,2.512134,125879.25929035991
756,2021-08-18,2.5272,2.8586,1.382243,2.460967,4.181817,2.148904,2.323364,2.217924,3.265856,2.512023,126056.50634765625
757,2021-08-17,2.525732,2.8722,1.383651,2.4598,4.203788,2.148707,2.315835,2.227622,3.284094,2.524258,126716.4839940872
758,2021-08-16,2.522339,2.8675,1.393698,2.450839,4.221833,2.148728,2.318785,2.211517,3.266936,2.499984,127721.5734702954
759,2021-08-13,2.52027,2.871,1.394501,2.453214,4.245792,2.149464,2.310025,2.223115,3.245343,2.504335,128178.81017245352
760,2021-08-12,2.519336,2.8394,1.39395,2.446129,4.240106,2.149656,2.303232,2.245595,3.253979,2.489334,128214.26612417214
761,2021-08-11,2.521958,2.8327,1.380998,2.442935,4.258084,2.150391,2.310761,2.253547,3.253336,2.484418,127956.39455524832
762,2021-08-10,2.52505,2.8546,1.385518,2.430346,4.209625,2.15141,2.298475,2.270296,3.27272,2.472185,127395.71238923259
763,2021-08-09,2.518306,2.8395,1.380394,2.423902,4.213228,2.151222,2.310846,2.251466,3.265088,2.476521,127254.3434339976
764,2021-08-06,2.519006,2.835,1.380182,2.426406,4.185833,2.149809,2.32215,2.242035,3.275059,2.481605,126306.75478832424
765,2021-08-05,2.522146,2.8064,1.377896,2.432725,4.188631,2.149826,2.342665,2.211471,3.245038,2.479345,126556.14973731525
766,2021-08-04,2.518987,2.787,1.371895,2.446653,4.174619,2.151028,2.332643,2.216406,3.220552,2.506248,125737.47800243087
767,2021-08-03,2.518354,2.7634,1.376926,2.442758,4.18387,2.150946,2.364138,2.205164,3.245472,2.506256,126719.03581440262
768,2021-08-02,2.520653,2.7411,1.372985,2.449842,4.177643,2.151926,2.355546,2.199641,3.201791,2.521224,126270.01341959927
769,2021-07-30,2.514129,2.6956,1.384566,2.440106,4.178157,2.153251,2.315142,2.189936,3.224199,2.529675,126036.2341075344
770,2021-07-29,2.511191,2.6631,1.382327,2.441929,4.217256,2.153903,2.318993,2.193311,3.198261,2.508664,128164.82470703125
771,2021-07-28,2.507965,2.6626,1.380412,2.422439,4.210495,2.154472,2.297874,2.205639,3.194506,2.488666,127484.31836821511
772,2021-07-27,2.504713,2.6946,1.389872,2.421428,4.246172,2.155791,2.274914,2.188873,3.2038,2.492895,128485.87645247951
773,2021-07-26,2.502548,2.7114,1.38181,2.42115,4.258227,2.155722,2.304245,2.187765,3.203767,2.467127,129069.91267899796
774,2021-07-23,2.50896,2.717,1.368706,2.414559,4.225281,2.15533,2.314946,2.201105,3.211997,2.446285,127794.57172125112
775,2021-07-22,2.512741,2.7,1.362939,2.416231,4.190358,2.155293,2.32438,2.181359,3.207823,2.476737,126968.59133996442
776,2021-07-21,2.512612,2.6791,1.342221,2.420863,4.201633,2.155666,2.323398,2.174124,3.231145,2.486082,126737.77109428681
777,2021-07-20,2.511209,2.7254,1.336354,2.411634,4.158658,2.155613,2.301905,2.175939,3.25519,2.505161,125800.32725199033
778,2021-07-19,2.511296,2.7078,1.36486,2.419199,4.124635,2.156077,2.294233,2.136868,3.259478,2.483768,123600.1610577479
779,2021-07-16,2.519348,2.679,1.369815,2.450431,4.170553,2.155635,2.28933,2.114925,3.284536,2.476945,125158.18688726798
780,2021-07-15,2.516116,2.7045,1.380619,2.450227,4.184022,2.155377,2.312106,2.139482,3.273664,2.47789,125843.99899665546
781,2021-07-14,2.521057,2.7144,1.371316,2.455395,4.220834,2.1559,2.2827,2.157306,3.259271,2.464323,126498.1758824084
782,2021-07-13,2.523677,2.7318,1.367652,2.449402,4.171658,2.154879,2.266237,2.180154,3.255179,2.460019,124702.27767971903
783,2021-07-12,2.523242,2.6907,1.362849,2.4431,4.166002,2.154552,2.264694,2.182657,3.246259,2.443215,124908.02985803224
784,2021-07-09,2.524171,2.7016,1.348365,2.450558,4.174805,2.155225,2.247009,2.193795,3.237245,2.437993,125520.59555573761
785,2021-07-08,2.518295,2.7004,1.359028,2.443976,4.153498,2.155853,2.236572,2.187052,3.239559,2.442184,124667.74380586576
786,2021-07-07,2.518274,2.688,1.34883,2.450794,4.152738,2.155035,2.237375,2.171715,3.26109,2.426433,124323.4729940584
787,2021-07-06,2.518173,2.6933,1.351785,2.448313,4.125277,2.154723,2.219423,2.178468,3.264933,2.417643,122754.88714415953
789,2021-07-02,2.522757,2.6778,1.349033,2.454972,4.12542,2.154757,2.218761,2.168318,3.234362,2.404133,122910.40646397322
790,2021-07-01,2.52599,2.7053,1.346862,2.454213,4.094752,2.157604,2.199968,2.170046,3.238177,2.407274,121957.48259371798
791,2021-06-30,2.530259,2.7367,1.355888,2.448644,4.069407,2.157043,2.200066,2.171844,3.256696,2.389585,120860.03750572912
792,2021-06-29,2.533397,2.7433,1.350519,2.462946,4.067839,2.157679,2.208095,2.161406,3.265958,2.369745,120174.46093129367
