,Dátum,Citadella_Származtatott,Erste_Stock_Hungary_Indexkövető_Részvény_A,Generali_Arany_Oroszlán_ESG,HOLD_Columbus,HOLD_Nemzetközi,HOLD_VM_Abszolút_Származtatott_Befektetési,MBH_Fejlett_Piaci_Részvény,OTP_Klímaváltozás_13030,OTP_Supra,VIG_Opportunity_Fejlett_Piaci_Részvény,SP500
2059,2016-05-31,1.98108,1.5228,0.936082,1.817334,2.255983,2.130964,1.1122,0.845903,3.752656,1.341027,51235.075875710696
2061,2016-05-27,1.981434,1.5253,0.930969,1.817195,2.244341,2.133616,1.1071,0.846225,3.751057,1.305359,51139.779331132304
2062,2016-05-26,1.982551,1.5075,0.930124,1.820623,2.252092,2.129621,1.1142,0.839542,3.739367,1.310626,51137.13385207951
2063,2016-05-25,1.981137,1.5099,0.920208,1.820914,2.240718,2.12747,1.1005,0.836433,3.748007,1.297285,51407.69773190841
2064,2016-05-24,1.976054,1.4721,0.899144,1.820625,2.208515,2.116308,1.1022,0.842479,3.773661,1.302812,51022.39004837349
2065,2016-05-23,1.978815,1.488,0.906242,1.826471,2.21373,2.099627,1.1033,0.854826,3.776213,1.291508,49976.250385221094
2066,2016-05-20,1.9808,1.5001,0.894086,1.825908,2.196495,2.102015,1.1026,0.851698,3.770402,1.292688,50336.95666837692
2067,2016-05-19,1.981751,1.5166,0.902118,1.826824,2.196682,2.103228,1.1072,0.852415,3.765513,1.289705,49946.90983538795
2068,2016-05-18,1.987269,1.5313,0.895345,1.831772,2.182747,2.106622,1.097,0.845688,3.747579,1.292996,49493.82779018395
2069,2016-05-17,1.99107,1.5309,0.901195,1.835977,2.177138,2.108076,1.0893,0.854254,3.780164,1.303057,49482.7225408284
2070,2016-05-13,1.987824,1.5336,0.894847,1.835957,2.183185,2.106995,1.0812,0.850913,3.769242,1.28414,49239.84119011648
2071,2016-05-12,1.988222,1.5191,0.899913,1.829177,2.184652,2.116727,1.0774,0.852698,3.768328,1.273109,49521.635548830964
2072,2016-05-11,1.985049,1.4933,0.907344,1.82556,2.202597,2.113775,1.0826,0.851827,3.762872,1.271205,49530.359846870415
2073,2016-05-10,1.980041,1.4995,0.897657,1.821384,2.170482,2.116557,1.0908,0.850584,3.768088,1.266465,50103.49530401314
2074,2016-05-09,1.984764,1.4971,0.888754,1.823554,2.159293,2.101683,1.0934,0.847267,3.759115,1.267833,49213.47739807516
2075,2016-05-06,1.990923,1.5143,0.888538,1.829392,2.147641,2.114918,1.1068,0.842566,3.747585,1.291137,48900.70579047734
2076,2016-05-05,1.985242,1.5307,0.887286,1.827942,2.140616,2.104846,1.1149,0.844594,3.757938,1.293319,48413.05146012083
2077,2016-05-04,1.983569,1.5309,0.892407,1.820321,2.131646,2.104025,1.1174,0.846366,3.761057,1.312162,48256.032348521054
2078,2016-05-03,1.988318,1.5295,0.906817,1.822507,2.178918,2.115829,1.1218,0.83746,3.740194,1.322232,48251.133457766846
2079,2016-05-02,1.988256,1.5373,0.904573,1.82751,2.184817,2.13098,1.1241,0.837732,3.748079,1.321376,49058.31333298469
2080,2016-04-29,1.989093,1.5312,0.926141,1.834283,2.19046,2.131206,1.1263,0.827588,3.725325,1.314012,49056.08946431847
2081,2016-04-28,1.973954,1.5337,0.929329,1.828614,2.221843,2.135606,1.1234,0.822381,3.720759,1.316128,49466.506615700666
2082,2016-04-27,1.967681,1.5255,0.927014,1.821911,2.224182,2.131189,1.1189,0.819505,3.722359,1.315419,50044.51368891401
2083,2016-04-26,1.964355,1.5382,0.921493,1.815078,2.214857,2.126394,1.1212,0.819856,3.724963,1.315073,50111.17274619592
2084,2016-04-25,1.963375,1.5472,0.92618,1.812784,2.215407,2.124215,1.1175,0.814767,3.712144,1.313674,49983.97966299672
2085,2016-04-22,1.961183,1.5517,0.927007,1.812508,2.209363,2.126919,1.1213,0.814677,3.720348,1.304089,49693.91558877379
2086,2016-04-21,1.968442,1.5431,0.925216,1.811763,2.206197,2.131917,1.1164,0.814447,3.722934,1.302363,49546.18180696573
2087,2016-04-20,1.969,1.5466,0.919775,1.807626,2.215085,2.131391,1.0963,0.806718,3.713109,1.30315,49691.80100705009
2088,2016-04-19,1.971073,1.536,0.908311,1.809325,2.20147,2.127412,1.0883,0.80335,3.683341,1.295865,50019.58557913825
2089,2016-04-18,1.964759,1.5092,0.908,1.802717,2.19874,2.116631,1.0924,0.797568,3.673699,1.26945,49931.63869412383
2090,2016-04-15,1.968042,1.4891,0.909307,1.806466,2.199304,2.113052,1.0887,0.795389,3.669011,1.262297,49753.02191164717
2091,2016-04-14,1.965378,1.5022,0.903797,1.803874,2.185661,2.1139,1.0965,0.789171,3.648306,1.263978,49709.56101560779
2092,2016-04-13,1.973519,1.5145,0.88111,1.805031,2.149516,2.110979,1.0888,0.802313,3.658287,1.252567,49306.446481559426
2093,2016-04-12,1.979459,1.5087,0.877012,1.814099,2.136246,2.10068,1.096,0.809084,3.65933,1.267162,48771.39317805879
2094,2016-04-11,1.978018,1.5037,0.875479,1.819823,2.141774,2.098868,1.101,0.80758,3.663884,1.255852,48461.73751120828
2095,2016-04-08,1.973393,1.4983,0.863523,1.813082,2.116047,2.097929,1.1014,0.816556,3.683179,1.27262,48664.9781641271
2096,2016-04-07,1.971876,1.5089,0.873514,1.803876,2.149612,2.097354,1.1124,0.815293,3.690947,1.273401,48400.69996290747
2097,2016-04-06,1.963821,1.5037,0.869425,1.796196,2.127506,2.095442,1.105,0.809915,3.689481,1.28483,49241.329077987
2098,2016-04-05,1.96645,1.5104,0.887093,1.792796,2.151512,2.096495,1.1058,0.809163,3.699637,1.292155,48573.31335499417
2099,2016-04-04,1.960892,1.5032,0.887022,1.789005,2.157487,2.097227,1.1053,0.806189,3.703111,1.291249,49226.17111271154
2100,2016-04-01,1.964308,1.4735,0.901144,1.789846,2.172033,2.10788,1.1073,0.809021,3.710248,1.28356,49476.3774114456
2101,2016-03-31,1.965299,1.4581,0.90916,1.799072,2.185456,2.115045,1.1057,0.819021,3.71115,1.284888,49501.3913833322
2102,2016-03-30,1.962108,1.4581,0.899959,1.793018,2.198937,2.123423,1.1017,0.817673,3.71549,1.290203,49557.129546059296
2103,2016-03-29,1.961876,1.4703,0.894956,1.789511,2.175349,2.125202,1.0967,0.817722,3.721738,1.287151,49756.662784523796
2104,2016-03-24,1.960135,1.4789,0.896009,1.790781,2.171014,2.110042,1.0925,0.816264,3.711136,1.283011,49338.99424433289
2105,2016-03-23,1.961316,1.4767,0.908061,1.790693,2.17459,2.11725,1.0989,0.811943,3.706122,1.284852,48916.110594665166
2106,2016-03-22,1.96852,1.4821,0.905046,1.794027,2.162156,2.117102,1.0978,0.802729,3.676838,1.278844,49055.2814816148
2107,2016-03-21,1.965287,1.4721,0.902305,1.789557,2.165195,2.117301,1.0822,0.801005,3.702332,1.290114,48765.10647906922
2108,2016-03-18,1.966018,1.4642,0.90647,1.794055,2.156708,2.117625,1.0913,0.803092,3.714533,1.289145,48599.02585935034
2109,2016-03-17,1.969207,1.4639,0.901951,1.794153,2.183725,2.119788,1.0894,0.795679,3.70808,1.269882,49015.41419208795
2110,2016-03-16,1.949678,1.4447,0.908228,1.797537,2.172406,2.114303,1.0978,0.805154,3.730775,1.282123,49060.02175041195
2111,2016-03-11,1.959353,1.4497,0.909385,1.795128,2.158754,2.120738,1.0973,0.79711,3.737735,1.276454,48687.713415462524
2112,2016-03-10,1.969094,1.445,0.882891,1.798183,2.159864,2.12175,1.0973,0.803891,3.748546,1.283388,48422.17027605325
2113,2016-03-09,1.961488,1.4268,0.894323,1.795979,2.145577,2.128542,1.0983,0.812363,3.744753,1.286924,48461.806888336316
2114,2016-03-08,1.963803,1.4172,0.892011,1.796516,2.164118,2.127585,1.1081,0.813379,3.753545,1.281452,48164.69522686303
2115,2016-03-07,1.964316,1.4173,0.891875,1.794839,2.166935,2.134232,1.0992,0.814237,3.750806,1.284695,48491.38145649806
2116,2016-03-04,1.961456,1.3972,0.898729,1.793031,2.169584,2.137024,1.0779,0.818149,3.758567,1.272405,48920.088645376265
2117,2016-03-03,1.957336,1.3823,0.890848,1.790418,2.160373,2.137628,1.0837,0.806111,3.743064,1.253319,49223.50752220675
2118,2016-03-02,1.952119,1.3582,0.895145,1.787018,2.145528,2.136405,1.0763,0.807137,3.750594,1.24954,48886.893506046385
2119,2016-03-01,1.953306,1.3388,0.886719,1.782404,2.101926,2.135009,1.0581,0.804672,3.743573,1.236711,48656.285143107176
2120,2016-02-29,1.951903,1.3578,0.878032,1.788157,2.094208,2.114737,1.057,0.803545,3.729804,1.218909,47580.386666939594
2121,2016-02-26,1.952582,1.3386,0.873423,1.785571,2.095558,2.118674,1.0673,0.798657,3.720536,1.218572,47546.00136953872
2122,2016-02-25,1.954619,1.3165,0.859713,1.78431,2.077366,2.120302,1.0526,0.801485,3.7235,1.235221,47443.03446597606
2123,2016-02-24,1.955165,1.3293,0.845379,1.778364,2.055619,2.113362,1.0594,0.801538,3.711849,1.221092,46510.98458178947
2124,2016-02-23,1.950973,1.3379,0.855888,1.784574,2.074267,2.116761,1.0626,0.806938,3.738302,1.223951,46215.15541773476
2125,2016-02-22,1.947554,1.3288,0.87007,1.784997,2.058314,2.124835,1.0471,0.800015,3.719745,1.230555,46610.11786966771
2126,2016-02-19,1.95055,1.3277,0.857,1.782841,2.054535,2.113346,1.0337,0.795975,3.701584,1.203864,46242.79759960715
2127,2016-02-18,1.951572,1.3098,0.86425,1.784559,2.06469,2.118762,1.0225,0.800058,3.699685,1.190405,46180.263137167785
2128,2016-02-17,1.946187,1.3208,0.866334,1.779242,2.027115,2.119256,1.0061,0.794459,3.700662,1.172631,46429.296970115975
2129,2016-02-16,1.950946,1.3238,0.845734,1.777872,1.983615,2.104063,1.0231,0.80154,3.692077,1.149908,45342.23963204678
2131,2016-02-12,1.955332,1.2944,0.827359,1.786112,1.942436,2.109776,1.0271,0.80662,3.70274,1.175775,44228.54162748624
2132,2016-02-11,1.958936,1.3145,0.812258,1.783274,1.972453,2.109815,1.0379,0.812006,3.690136,1.183649,43550.3554261066
2133,2016-02-10,1.947068,1.2946,0.839191,1.778951,1.988108,2.111209,1.0571,0.813417,3.687589,1.205457,44131.03097647056
2134,2016-02-09,1.947476,1.3347,0.825146,1.778773,2.007876,2.117177,1.0684,0.811466,3.65901,1.221301,44441.83650456555
2135,2016-02-08,1.943297,1.3558,0.83561,1.788847,2.017372,2.119771,1.0863,0.806009,3.652455,1.238019,44393.99280063808
2136,2016-02-05,1.936642,1.3509,0.859511,1.78809,2.050733,2.122212,1.1021,0.80201,3.637115,1.243781,44959.835823345
2137,2016-02-04,1.936358,1.3421,0.866292,1.779726,2.095569,2.130895,1.1133,0.799835,3.632209,1.270376,46377.14000269957
2138,2016-02-03,1.93634,1.3512,0.866258,1.77993,2.081666,2.128346,1.092,0.791881,3.632258,1.276746,47152.95150222583
2139,2016-02-02,1.932506,1.3828,0.882097,1.778012,2.130648,2.126733,1.0913,0.781901,3.604274,1.250704,46726.88099437393
2140,2016-02-01,1.931941,1.3755,0.899599,1.779137,2.134947,2.12789,1.0979,0.783809,3.616373,1.263228,47984.89012714755
2141,2016-01-29,1.931361,1.3635,0.909814,1.782535,2.099568,2.12899,1.0891,0.77899,3.610419,1.262527,47859.78770445287
2142,2016-01-28,1.934585,1.363,0.894914,1.790672,2.101535,2.127661,1.1007,0.77699,3.609772,1.247773,46967.627719832584
2143,2016-01-27,1.93053,1.3492,0.914421,1.794215,2.113935,2.126272,1.0824,0.776594,3.61519,1.263658,46603.61448793346
2144,2016-01-26,1.929445,1.3332,0.907582,1.787028,2.084851,2.124847,1.0735,0.767428,3.596604,1.238378,47182.04218419362
2145,2016-01-25,1.931204,1.34,0.899615,1.78099,2.112618,2.124695,1.0908,0.761404,3.58737,1.22371,46693.86867401283
2146,2016-01-22,1.929411,1.3143,0.906831,1.782042,2.067557,2.124634,1.0881,0.753261,3.566476,1.253383,47552.77582274238
2147,2016-01-21,1.936634,1.3052,0.890884,1.778823,2.054095,2.124708,1.0865,0.756089,3.560978,1.246072,46596.34890804626
2148,2016-01-20,1.941829,1.3309,0.876727,1.770939,2.091397,2.124757,1.1137,0.764437,3.585554,1.246278,46261.62199188024
2149,2016-01-19,1.933946,1.329,0.90145,1.776428,2.082555,2.124784,1.1057,0.761891,3.58071,1.279041,46978.85890728235
2151,2016-01-15,1.936981,1.3905,0.89514,1.782847,2.139389,2.125006,1.1204,0.765799,3.599364,1.30011,46963.74127173703
2152,2016-01-14,1.930057,1.3929,0.916573,1.782728,2.126955,2.123226,1.1125,0.779649,3.595194,1.282169,48001.94544081297
2153,2016-01-13,1.919898,1.3916,0.928536,1.790742,2.174165,2.123198,1.1183,0.79837,3.631136,1.283898,47535.59065090027
2154,2016-01-12,1.919974,1.3674,0.932505,1.781856,2.144005,2.123214,1.1553,0.801865,3.642847,1.304637,48873.82155538723
2155,2016-01-11,1.924496,1.3715,0.918485,1.785639,2.138607,2.123162,1.1682,0.810263,3.653139,1.340737,47917.64203532366
2156,2016-01-08,1.92468,1.3521,0.91789,1.790959,2.169081,2.123261,1.1632,0.813095,3.643602,1.35785,47643.00087507721
2157,2016-01-07,1.917724,1.3747,0.932485,1.789523,2.227561,2.12651,1.185,0.802283,3.625199,1.343209,48878.809890454635
2158,2016-01-06,1.908997,1.3672,0.945069,1.778922,2.252402,2.127595,1.1843,0.806393,3.634541,1.358393,50009.77975435555
2159,2016-01-05,1.904617,1.3556,0.956415,1.773742,2.22348,2.132718,1.1914,0.80845,3.629701,1.36512,50427.279084155336
2160,2016-01-04,1.906478,1.3704,0.973771,1.774858,2.265113,2.133048,1.1779,0.796267,3.623428,1.376347,50346.48158666864
2161,2015-12-31,1.886273,1.3704,0.977913,1.770488,2.256177,2.134091,1.1867,0.802187,3.635619,1.362197,50391.513900987804
2162,2015-12-30,1.886456,1.3731,0.987988,1.762554,2.270222,2.134255,1.1674,0.783914,3.62246,1.371799,50885.58569893986
2163,2015-12-29,1.88598,1.3544,0.974761,1.761089,2.251619,2.13622,1.1631,0.782689,3.600672,1.344872,51148.42739994032
2164,2015-12-28,1.888097,1.3511,0.981404,1.763034,2.269248,2.136637,1.1657,0.795321,3.621438,1.343087,50966.42459658347
2165,2015-12-23,1.886945,1.3453,0.963976,1.759033,2.238993,2.139465,1.1956,0.780826,3.620163,1.353116,50957.267432083376
2166,2015-12-22,1.890366,1.3612,0.963142,1.755045,2.239165,2.136641,1.1946,0.778425,3.644531,1.369232,50414.561656191945
2167,2015-12-21,1.889528,1.3573,0.977601,1.761206,2.241749,2.138757,1.1802,0.806064,3.681443,1.36784,50251.00658520218
2168,2015-12-18,1.88821,1.3579,0.989613,1.765033,2.263337,2.136607,1.1656,0.812457,3.688568,1.355626,50420.200103703886
2169,2015-12-17,1.886155,1.3578,0.974593,1.755725,2.278336,2.136615,1.1646,0.837018,3.696497,1.330713,51011.35033346433
2170,2015-12-16,1.889115,1.3233,0.9768,1.754641,2.234484,2.136566,1.1647,0.822521,3.662056,1.346906,51496.05707952613
2171,2015-12-15,1.889234,1.3195,0.94774,1.768194,2.223563,2.141045,1.1911,0.826326,3.670016,1.368483,50727.928712369874
2172,2015-12-14,1.894308,1.3264,0.968232,1.770191,2.23348,2.144553,1.1792,0.83811,3.688853,1.358951,50173.95040581003
2173,2015-12-11,1.891493,1.3265,0.98292,1.783699,2.259476,2.146914,1.1896,0.863494,3.700189,1.366731,50210.43838213105
2174,2015-12-10,1.888964,1.3447,0.978461,1.778086,2.24692,2.142726,1.1993,0.873478,3.700034,1.380713,50615.74282680452
2175,2015-12-09,1.888805,1.3413,0.981373,1.77671,2.26749,2.143779,1.2003,0.85847,3.69319,1.382322,50714.94524880499
2176,2015-12-08,1.888014,1.3361,0.994295,1.773146,2.288447,2.143136,1.1811,0.859712,3.692248,1.384586,51277.5356845418
2177,2015-12-07,1.887945,1.3362,0.989012,1.770253,2.295968,2.145108,1.2158,0.865815,3.691187,1.420232,51272.65987096075
2178,2015-12-04,1.88811,1.3533,0.984364,1.775734,2.278775,2.147155,1.2299,0.875341,3.694405,1.423051,51500.844691470265
2179,2015-12-03,1.888151,1.3551,1.020652,1.78011,2.33637,2.147428,1.2192,0.86812,3.686362,1.423586,51525.84683226561
2180,2015-12-02,1.894831,1.3532,1.019416,1.769416,2.352961,2.170811,1.2248,0.87041,3.667803,1.426465,52586.417623821646
2181,2015-12-01,1.894813,1.3613,1.028079,1.774285,2.342286,2.181928,1.226,0.86324,3.664135,1.430642,53118.29560224712
2182,2015-11-30,1.894588,1.3566,1.024718,1.776901,2.347737,2.181489,1.222,0.861141,3.67878,1.422712,52674.58722654823
2183,2015-11-27,1.89564,1.3555,1.029079,1.772547,2.347621,2.180297,1.2199,0.863661,3.67728,1.413312,52850.83541119471
2185,2015-11-25,1.894781,1.3503,1.006095,1.777001,2.334164,2.172398,1.2206,0.869337,3.644493,1.407727,52579.31378519256
2186,2015-11-24,1.893037,1.3394,1.010847,1.783428,2.325079,2.157319,1.2071,0.852739,3.631128,1.406492,52609.829416994005
2187,2015-11-23,1.891569,1.3453,1.009885,1.783894,2.314746,2.166952,1.2114,0.845375,3.625892,1.410627,52336.78251840174
2188,2015-11-20,1.893288,1.3261,1.010208,1.784215,2.317749,2.167898,1.2004,0.847123,3.637492,1.406278,51911.84421984106
2189,2015-11-19,1.893489,1.3232,1.009393,1.791409,2.321499,2.163015,1.1936,0.847123,3.637492,1.386996,52012.6689004153
2190,2015-11-18,1.892967,1.3343,1.016269,1.787788,2.305088,2.158507,1.1763,0.857126,3.640202,1.376104,52314.88230473967
2191,2015-11-17,1.892019,1.3114,0.993061,1.794655,2.289669,2.149772,1.1917,0.855708,3.61801,1.389465,51384.64787859935
2192,2015-11-16,1.89181,1.288,0.994351,1.795368,2.260663,2.130861,1.2108,0.863073,3.618408,1.405714,51333.61046805186
2193,2015-11-13,1.890654,1.2873,1.000206,1.800665,2.28818,2.126695,1.2124,0.864832,3.609317,1.413628,50212.28501480259
2194,2015-11-12,1.888955,1.295,1.014694,1.796806,2.307871,2.138412,1.2139,0.864864,3.61762,1.417557,50866.48418787401
2195,2015-11-11,1.888737,1.2925,1.013806,1.796856,2.320231,2.154835,1.2299,0.86247,3.628735,1.420713,51856.81137658609
2196,2015-11-10,1.888403,1.2865,1.016676,1.800195,2.323915,2.150815,1.217,0.876299,3.638655,1.423287,52098.716614293866
2197,2015-11-09,1.888771,1.2913,1.026761,1.804475,2.350033,2.150886,1.2211,0.877398,3.631113,1.424284,52236.76355797611
2198,2015-11-06,1.889016,1.2811,1.019809,1.793969,2.323993,2.164354,1.209,0.875784,3.639283,1.415036,51888.73153744638
2199,2015-11-05,1.888414,1.2721,1.018583,1.792673,2.319858,2.160108,1.1994,0.876994,3.64521,1.39754,52107.376598072704
2200,2015-11-04,1.888293,1.2683,1.017425,1.79859,2.306024,2.157139,1.1833,0.873566,3.649754,1.380044,51488.47005420178
2201,2015-11-03,1.887393,1.2438,1.009408,1.801059,2.284959,2.16048,1.1906,0.873103,3.639317,1.392082,51361.63079416705
2202,2015-11-02,1.886927,1.2411,1.000322,1.803901,2.253886,2.1598,1.2014,0.865953,3.632417,1.392429,50755.41365961637
2203,2015-10-30,1.886921,1.2401,1.002538,1.80474,2.278608,2.149309,1.1788,0.866534,3.639641,1.377242,50296.62477670191
2204,2015-10-29,1.887608,1.2606,1.007563,1.798575,2.277314,2.152845,1.1816,0.858714,3.60758,1.383263,50998.966266445816
2205,2015-10-28,1.887074,1.2675,0.997638,1.799527,2.259203,2.155811,1.1568,0.856724,3.60863,1.355662,50589.069172579795
2206,2015-10-27,1.887156,1.2748,1.003206,1.797837,2.266532,2.144774,1.1219,0.862134,3.621364,1.327165,49874.2344723125
2207,2015-10-26,1.88698,1.2691,0.990182,1.801361,2.206133,2.15061,1.1216,0.851116,3.623841,1.328036,50166.689416565
2208,2015-10-22,1.88578,1.2575,0.97002,1.802345,2.167532,2.133791,1.1274,0.855164,3.60761,1.326979,48345.05192433251
2209,2015-10-21,1.886395,1.2384,0.964098,1.805845,2.172174,2.109375,1.1254,0.841454,3.617612,1.326685,47325.76111134887
2210,2015-10-20,1.88608,1.2439,0.964039,1.802339,2.165795,2.111423,1.1121,0.851676,3.616835,1.318342,47647.483282927424
2211,2015-10-19,1.885699,1.2551,0.96237,1.794688,2.17023,2.111944,1.0919,0.863772,3.607417,1.306468,47489.173046079464
2212,2015-10-16,1.885827,1.2552,0.957688,1.791778,2.158686,2.10956,1.1078,0.872102,3.61583,1.31515,47450.82237632712
2213,2015-10-15,1.885797,1.2632,0.94917,1.796934,2.143531,2.105283,1.111,0.865893,3.621808,1.323894,46824.977904074825
2214,2015-10-14,1.889577,1.2568,0.956794,1.81018,2.14881,2.094496,1.1147,0.86396,3.611327,1.329155,46735.97555301851
2215,2015-10-13,1.888171,1.2576,0.963007,1.805623,2.164476,2.101153,1.1186,0.860698,3.608947,1.335182,46854.763022778556
2216,2015-10-12,1.885768,1.2641,0.964457,1.803414,2.175829,2.108075,1.1196,0.857639,3.592442,1.325445,47303.70963170845
2217,2015-10-09,1.886253,1.2598,0.962726,1.804357,2.187608,2.107248,1.1055,0.853091,3.5702,1.323214,47666.740606119856
2218,2015-10-08,1.887511,1.2426,0.959996,1.803544,2.173235,2.101946,1.1141,0.843738,3.550475,1.314441,47959.73597001983
2219,2015-10-07,1.890773,1.2294,0.95849,1.803976,2.165357,2.099125,1.091,0.829675,3.533509,1.293867,47229.10069727572
2220,2015-10-06,1.894797,1.2167,0.949398,1.809066,2.152812,2.099374,1.0841,0.832034,3.543725,1.280359,47289.822814327665
2221,2015-10-05,1.892819,1.2096,0.926786,1.80193,2.117539,2.091251,1.086,0.828994,3.557395,1.278027,47333.03359990567
2222,2015-10-02,1.895651,1.1959,0.922796,1.801223,2.108519,2.087308,1.0636,0.824296,3.558568,1.257019,46716.94254055992
2223,2015-10-01,1.902894,1.2049,0.930756,1.789559,2.094943,2.087557,1.0713,0.826483,3.54202,1.264214,46260.785888917744
2224,2015-09-30,1.901569,1.2008,0.915399,1.795771,2.066488,2.091859,1.098,0.816966,3.523145,1.292435,45795.14426260069
2225,2015-09-29,1.905423,1.2022,0.91872,1.802533,2.078614,2.093084,1.0878,0.818523,3.511514,1.269183,45184.39250215469
2226,2015-09-28,1.90606,1.1882,0.935451,1.798995,2.122981,2.093355,1.0924,0.814055,3.512204,1.276276,45231.68243639916
2227,2015-09-25,1.898317,1.1979,0.909133,1.798522,2.098876,2.093586,1.094,0.812874,3.498303,1.27444,46476.177215704694
2228,2015-09-24,1.893777,1.1854,0.916863,1.790141,2.099716,2.093534,1.105,0.812079,3.489293,1.296329,46122.98330862494
2229,2015-09-23,1.894174,1.1905,0.916582,1.785471,2.092676,2.093655,1.0937,0.811088,3.494468,1.278663,46456.77718698047
2230,2015-09-22,1.890391,1.1925,0.944513,1.782986,2.111681,2.093508,1.0972,0.810137,3.507189,1.318219,46165.68223387003
2231,2015-09-21,1.880933,1.2217,0.93666,1.788217,2.080358,2.093007,1.1151,0.811476,3.511985,1.325761,46396.92235443834
2232,2015-09-18,1.877837,1.2151,0.968193,1.786583,2.15305,2.093065,1.1065,0.812539,3.515646,1.311363,45559.947948303074
2233,2015-09-17,1.877774,1.2102,0.966817,1.794738,2.164312,2.094097,1.0956,0.820606,3.529399,1.297355,47049.83893657103
2234,2015-09-16,1.879331,1.2152,0.959112,1.791379,2.139385,2.094243,1.0976,0.826011,3.534605,1.31329,47284.84412413649
2235,2015-09-15,1.879656,1.2158,0.952399,1.792844,2.119343,2.094252,1.1058,0.819335,3.523422,1.318885,46904.95892079966
2236,2015-09-14,1.886535,1.2205,0.960995,1.798983,2.150868,2.09494,1.1079,0.81734,3.518295,1.319829,46132.20535663236
2237,2015-09-11,1.887329,1.2126,0.967276,1.804757,2.159459,2.09527,1.1092,0.815133,3.504104,1.326033,46891.0321202022
2238,2015-09-10,1.889202,1.2249,0.976049,1.81337,2.140328,2.095153,1.0937,0.8113,3.504034,1.304367,46903.23689794913
2239,2015-09-09,1.891008,1.2134,0.969913,1.81451,2.168,2.097353,1.0922,0.804417,3.507283,1.299555,46476.324907231145
2240,2015-09-08,1.888738,1.2047,0.960083,1.814404,2.121342,2.099537,1.1094,0.802963,3.494808,1.323076,47404.45903608529
2242,2015-09-04,1.896378,1.2272,0.9794,1.819217,2.144796,2.099935,1.0806,0.797154,3.500017,1.2948,46168.67394448072
2243,2015-09-03,1.890226,1.2415,0.961975,1.821585,2.134399,2.107995,1.1151,0.805195,3.515373,1.336486,46630.43726026174
2244,2015-09-02,1.887209,1.2184,0.958679,1.814977,2.102882,2.107508,1.1282,0.797922,3.487693,1.338792,46399.59753765352
2245,2015-09-01,1.890559,1.2156,0.979988,1.820195,2.179727,2.104593,1.122,0.801022,3.481907,1.331766,45703.704522844404
2246,2015-08-31,1.886971,1.231,0.98559,1.819869,2.18162,2.104817,1.0935,0.799558,3.491111,1.285704,47186.92419072334
2247,2015-08-28,1.884248,1.2276,0.981394,1.813121,2.174369,2.104871,1.0504,0.798604,3.497974,1.262163,47559.167575184256
2248,2015-08-27,1.887153,1.2374,0.956317,1.808927,2.132099,2.104854,1.0359,0.791287,3.479877,1.258195,47395.06751335412
2249,2015-08-26,1.891017,1.2188,0.962418,1.804801,2.030814,2.10246,1.1613,0.803414,3.502401,1.388622,45089.754521730356
2250,2015-08-25,1.893073,1.2302,0.931163,1.822239,2.032752,2.095626,1.1765,0.803968,3.512384,1.403799,43196.75008804398
2251,2015-08-24,1.901674,1.195,1.004708,1.815724,2.264874,2.099921,1.1739,0.803352,3.519407,1.410027,44570.75465599354
2252,2015-08-19,1.871035,1.2727,1.019989,1.796337,2.274153,2.096056,1.1734,0.802121,3.522825,1.400342,49830.76897014119
2253,2015-08-18,1.863175,1.2662,1.024792,1.797084,2.290038,2.096517,1.1648,0.807508,3.547721,1.406218,50006.13832015917
2254,2015-08-17,1.864465,1.2822,1.022203,1.799968,2.275518,2.096564,1.1678,0.809731,3.551906,1.407507,50239.143403463066
2255,2015-08-14,1.865638,1.2835,1.031012,1.802348,2.283589,2.096933,1.1849,0.807881,3.535254,1.428674,49592.88847067626
2256,2015-08-13,1.869624,1.2933,1.027371,1.808264,2.29622,2.099604,1.1991,0.810664,3.537903,1.448129,49634.82137824036
2257,2015-08-12,1.871076,1.2769,1.055187,1.815906,2.314742,2.104909,1.1898,0.808803,3.548516,1.434562,50289.52703864733
2258,2015-08-11,1.872121,1.2821,1.069641,1.814853,2.345909,2.103842,1.1898,0.809597,3.539363,1.44607,50321.08447492728
2259,2015-08-10,1.866169,1.2977,1.059364,1.810413,2.323749,2.101976,1.2002,0.809795,3.555475,1.452238,50884.567648331635
2260,2015-08-07,1.872861,1.2942,1.066957,1.811825,2.334895,2.102137,1.2044,0.808811,3.535264,1.427133,50515.888167555444
2261,2015-08-06,1.871969,1.2942,1.066455,1.805841,2.344149,2.102098,1.201,0.806759,3.535732,1.427499,50430.98700082814
2262,2015-08-05,1.872974,1.2903,1.048241,1.793044,2.304411,2.104365,1.1927,0.813841,3.556461,1.436378,51026.2305418374
2263,2015-08-04,1.866198,1.3113,1.049947,1.788681,2.302015,2.104293,1.1899,0.81526,3.560369,1.432462,50132.571442751214
2264,2015-08-03,1.87365,1.298,1.045804,1.788622,2.287429,2.104365,1.2045,0.81226,3.551679,1.427479,50129.76155217551
2265,2015-07-31,1.866717,1.3018,1.039544,1.788967,2.310437,2.104426,1.2021,0.787234,3.536879,1.415167,50684.94348567072
2266,2015-07-30,1.864395,1.3002,1.040362,1.791223,2.300969,2.105587,1.188,0.767854,3.514605,1.407027,50649.1862366125
