,Dátum,Accorde_Prizma_Alap,BUX,Citadella_Származtatott,Erste Duett Nyíltvégű Alapok Alapja,Erste_Stock_Hungary_Indexkövető_Részvény_A,Generali_Arany_Oroszlán_ESG,HOLD_Columbus,HOLD_Nemzetközi,HOLD_Orion,HOLD_VM_Abszolút_Származtatott_Befektetési,MBH_Fejlett_Piaci_Részvény,OTP Föld Kincsei Árupiaci Alapok Alapja HUF,OTP_Klímaváltozás_13030,OTP_Supra,Platina Delta Származtatott Befektetési Alap A,Raiffeisen Részvény Alap,Takarék Származtatott Befektetési Alap,TakarékApolloSzármaztatottRészvény,VIG_Opportunity_Fejlett_Piaci_Részvény,SPY,QQQ,VGT,BRK-B,USDHUF=X
322,2023-04-24,1.342337,1698.129811,2.763675,2.1895,2.4916,1.575113,2.817926,4.622519,1.497296,2.375087,2.458103,3.388842,2.081568,3.619193,4.487342,3.214933,1.049147,2.012016,2.681745,138697.87327060476,107198.34163710475,127649.63534306735,111541.37445557863,342.0989990234375
323,2023-04-21,1.341454,1715.114999,2.768611,2.1867,2.5168,1.577799,2.814231,4.64694,1.495346,2.371622,2.468483,3.369037,2.087172,3.624421,4.499666,3.218995,1.046573,2.010768,2.696901,138930.3947234992,107714.61249235924,128554.52239378449,111254.91489797365,343.0299987792969
324,2023-04-20,1.338424,1693.189214,2.761409,2.1857,2.4886,1.574359,2.821234,4.65157,1.499316,2.370504,2.464964,3.352254,2.08606,3.628205,4.53594,3.202965,1.045205,2.007117,2.69958,139935.47079566028,108464.96394081786,129968.90683304239,111970.48173728026,345.7799987792969
325,2023-04-19,1.337627,1682.393801,2.759396,2.1846,2.4736,1.570454,2.817521,4.654331,1.497815,2.367473,2.49304,3.374181,2.082731,3.632133,4.581095,3.174781,1.043928,2.012066,2.699562,137574.11042023078,106867.55698940903,127996.45870665181,109233.49567868654,338.0899963378906
326,2023-04-18,1.334113,1701.328047,2.75168,2.1834,2.4997,1.551555,2.819305,4.586289,1.501446,2.366703,2.437652,3.40097,2.057473,3.627979,4.627772,3.162086,1.039991,2.001862,2.657926,138522.43589793798,107636.67433120776,129126.8152321782,110492.04449182376,340.3630065917969
327,2023-04-17,1.33383,1704.301754,2.735391,2.1825,2.5014,1.549181,2.809584,4.599769,1.49331,2.365085,2.450035,3.391096,2.058306,3.625566,4.590964,3.154723,1.039924,1.999247,2.664682,138190.94964664057,107442.38777833432,128538.2074419735,110014.12764604483,339.7699890136719
328,2023-04-14,1.332412,1683.264671,2.727828,2.1798,2.4743,1.556396,2.801369,4.560627,1.48338,2.365511,2.44643,3.386954,2.041948,3.61638,4.608165,3.14038,1.040793,1.994911,2.649942,136950.36859272514,106769.43110455759,127379.22394014895,108049.09830819815,337.9280090332031
329,2023-04-13,1.330136,1660.281537,2.735512,2.1789,2.4371,1.553013,2.809628,4.603207,1.486623,2.37003,2.440793,3.365807,2.047085,3.60383,4.618051,3.131404,1.039853,1.993671,2.664677,138053.1394905597,107568.49242520053,128582.91878566705,108078.78827585466,339.8169860839844
330,2023-04-12,1.328837,1686.929661,2.726545,2.178,2.4714,1.549316,2.80164,4.595288,1.47903,2.369431,2.419859,3.392811,2.055464,3.617683,4.512073,3.124799,1.03962,1.982806,2.668482,137985.50373176113,106851.49998404086,127754.34128940105,108256.14890549332,344.1619873046875
331,2023-04-11,1.33152,1727.028255,2.725385,2.1771,2.5312,1.549332,2.800456,4.608971,1.478268,2.365908,2.452799,3.373028,2.059041,3.61232,4.519185,3.093019,1.042842,1.985579,2.674898,139004.3496362418,108157.16366656497,128946.38719861582,108317.47989550792,345.2900085449219
332,2023-04-06,1.329909,1719.704243,2.707513,2.1724,2.5209,1.545808,2.783036,4.608512,1.458956,2.367975,2.460052,3.33893,2.044793,3.594405,4.481116,3.083441,1.042326,1.973868,2.673112,138862.73462086916,108947.37347763032,130022.37298739702,107936.27277475595,345.385009765625
333,2023-04-05,1.32635,1706.471802,2.708011,2.1713,2.4984,1.541146,2.774918,4.570173,1.456031,2.366985,2.45897,3.344054,2.039418,3.590392,4.472415,3.082286,1.041906,1.968161,2.653707,137860.58969776332,107855.85138418525,128918.96093979012,106845.55815247819,344.2300109863281
334,2023-04-04,1.323167,1698.198,2.708521,2.1702,2.4918,1.54429,2.779527,4.590725,1.461585,2.365107,2.459294,3.33427,2.078997,3.603112,4.503781,3.093822,1.039728,1.974312,2.665374,138933.20196533203,109491.37689208984,131159.09893798828,106938.22253417969,346.0
335,2023-04-03,1.321354,1672.013104,2.69681,2.1697,2.4553,1.555334,2.779258,4.681737,1.472147,2.3614,2.474892,3.336245,2.141755,3.589162,4.442845,3.072475,1.039601,1.989595,2.712512,142171.40207996406,111798.86528637819,134322.8105590241,109260.15203436278,352.1000061035156
336,2023-03-31,1.319012,1645.859323,2.685574,2.167,2.4201,1.557413,2.763587,4.649817,1.458908,2.357562,2.489826,3.294551,2.153459,3.595211,4.445975,3.057143,1.039539,1.98625,2.69889,140068.9615696771,110834.67186797317,133016.7365062097,107518.34059364628,348.2149963378906
337,2023-03-30,1.319854,1618.14359,2.689268,2.1662,2.3786,1.547969,2.764323,4.610639,1.459004,2.355343,2.451356,3.277678,2.132883,3.61499,4.398976,3.016434,1.039846,1.969673,2.675689,139153.49861336127,109835.59722723253,131868.37029575557,107026.63623417355,350.81500244140625
338,2023-03-29,1.32001,1646.526207,2.682269,2.1651,2.4159,1.531645,2.745985,4.58779,1.448975,2.354106,2.455196,3.272164,2.105752,3.602816,4.358396,3.027765,1.040652,1.956881,2.658348,138601.75736004487,109008.85849994048,130794.49613084178,107303.78708227538,351.4700012207031
339,2023-03-28,1.320776,1638.233138,2.684704,2.1645,2.4,1.526808,2.744196,4.592193,1.449267,2.354205,2.431793,3.26998,2.101781,3.618644,4.295409,3.02058,1.041788,1.940753,2.656972,138746.1364114266,108725.99550442211,130173.74788126722,107913.13030480966,356.95001220703125
340,2023-03-27,1.321404,1637.264592,2.6816,2.1643,2.3979,1.528626,2.736607,4.617798,1.450676,2.354846,2.474694,3.272483,2.10375,3.603858,4.285131,3.015166,1.041129,1.94171,2.672302,139124.5033321604,109358.64764539152,130798.44594600052,107900.24055595696,357.1199951171875
341,2023-03-24,1.323037,1626.634237,2.67678,2.1618,2.3817,1.525639,2.731755,4.600753,1.448677,2.357162,2.473969,3.237699,2.099663,3.593926,4.334767,3.05655,1.040616,1.932415,2.681111,137622.46995426714,109127.93332795613,130445.4548842702,105795.26210348494,353.92498779296875
342,2023-03-23,1.322826,1668.96861,2.699316,2.1607,2.4473,1.538591,2.758938,4.551265,1.463166,2.357279,2.441891,3.246105,2.090314,3.60773,4.351662,3.074675,1.038304,1.93225,2.645659,137501.769427035,109345.24511561729,130949.2546508126,106200.32348359376,355.93499755859375
343,2023-03-22,1.319714,1632.111449,2.685586,2.1597,2.3908,1.548156,2.752866,4.630699,1.461295,2.356687,2.448915,3.25236,2.115976,3.606526,4.289348,3.097975,1.036576,1.938284,2.6897,138999.61237662937,109536.30015480518,130885.38500300702,108138.09311134648,360.7850036621094
344,2023-03-21,1.319264,1639.800447,2.690414,2.1581,2.396,1.54762,2.75411,4.715872,1.468527,2.354751,2.498266,3.236497,2.144945,3.586222,4.307556,3.098241,1.035783,1.956619,2.72137,144218.49462068267,113251.62935383059,135125.8016844429,111801.6134548951,367.95001220703125
345,2023-03-20,1.319294,1608.62123,2.68209,2.1579,2.3473,1.551249,2.731849,4.724885,1.455783,2.351137,2.518682,3.180836,2.1576,3.592921,4.289705,3.066337,1.035573,1.944287,2.748481,143695.67487490363,112712.92954316363,134883.08796646446,111822.7126881592,371.42999267578125
346,2023-03-17,1.322821,1586.233058,2.681698,2.1552,2.3166,1.521951,2.733063,4.72118,1.451073,2.345923,2.536884,3.195239,2.114377,3.61462,4.281206,3.087621,1.034464,1.914763,2.701256,142415.24081001058,112383.89209735207,134554.97426588554,109085.93130435795,371.6600036621094
347,2023-03-16,1.322458,1589.505356,2.685734,2.154,2.3186,1.541919,2.734994,4.818504,1.450724,2.352844,2.539765,3.232701,2.165452,3.612961,4.229845,3.166356,1.034283,1.942414,2.742592,145084.97764551267,113689.24489525706,135844.59664949588,113012.1493409425,374.20001220703125
348,2023-03-14,1.321558,1626.714089,2.706645,2.1519,2.3822,1.556672,2.770274,4.633802,1.479915,2.35073,2.454361,3.246744,2.175667,3.668201,4.261796,3.095315,1.033609,1.949013,2.711195,140420.9058812661,107841.34066158626,129459.97745544836,111817.94805521239,366.2200012207031
349,2023-03-13,1.327639,1626.205433,2.695893,2.1507,2.3775,1.49986,2.775587,4.62445,1.474069,2.35238,2.445219,3.293243,2.095392,3.661308,4.201446,3.146907,1.033959,1.885557,2.620899,134814.37058513705,102882.80589516554,123556.87168194819,108252.34365434572,357.4100036621094
350,2023-03-10,1.324732,1676.088844,2.680711,2.1478,2.4544,1.532744,2.765633,4.594595,1.476546,2.35034,2.400743,3.286487,2.135309,3.689076,4.143586,3.156609,1.030633,1.915855,2.646076,136733.0443916358,103431.2368769981,124556.80479234271,109907.99250325933,361.9800109863281
351,2023-03-09,1.32365,1666.045033,2.745582,2.147,2.44,1.537744,2.767089,4.621425,1.480763,2.343695,2.435281,3.269486,2.158032,3.683124,4.215242,3.184879,1.028975,1.924861,2.670375,137190.33932668157,103736.55271981657,125655.10305683501,109110.32534265146,357.95001220703125
352,2023-03-08,1.325197,1679.499673,2.747408,2.1463,2.4618,1.5451,2.775059,4.717895,1.483349,2.343302,2.435321,3.274248,2.176252,3.670725,4.262173,3.164804,1.029526,1.951151,2.709755,140067.79536555428,105791.18061385956,127938.55845095962,111693.08665819094,358.7149963378906
353,2023-03-07,1.324529,1688.338413,2.761378,2.1448,2.4768,1.528969,2.779597,4.620006,1.49096,2.341107,2.437937,3.270032,2.126137,3.66696,4.249824,3.202647,1.030779,1.920486,2.663328,137422.56938631088,103446.07324697077,124740.73200370744,109674.46963615716,352.5150146484375
354,2023-03-06,1.326194,1725.166111,2.758857,2.1443,2.5366,1.543313,2.796749,4.709973,1.500287,2.342319,2.426948,3.324715,2.147607,3.66423,4.274439,3.185078,1.030374,1.949491,2.710087,140973.2598474892,105789.80137933139,127572.77287723403,112866.67377847899,356.0799865722656
355,2023-03-03,1.330621,1729.283864,2.783505,2.1415,2.5414,1.538972,2.801205,4.721995,1.499975,2.339313,2.442023,3.314831,2.158632,3.647526,4.275538,3.136927,1.028416,1.947776,2.706479,140321.78745876998,105254.44842705876,126611.68689471856,110819.7680411376,354.67999267578125
356,2023-03-02,1.328946,1723.693635,2.779914,2.1405,2.5336,1.506799,2.783497,4.598243,1.491794,2.334305,2.401894,3.284503,2.09916,3.640638,4.268386,3.173153,1.027114,1.901954,2.630192,136097.63100529835,101622.25414949656,122204.96876375843,107564.77661895752,349.5199890136719
357,2023-03-01,1.325272,1736.729089,2.785566,2.1398,2.5511,1.505208,2.79212,4.596244,1.497386,2.331874,2.353541,3.291864,2.10608,3.667512,4.257584,3.186374,1.027754,1.899335,2.628284,138051.45276479982,103030.17364224605,123457.05056714825,108839.20524575189,357.2950134277344
358,2023-02-28,1.325593,1742.448724,2.776737,2.1389,2.5603,1.52247,2.782718,4.653286,1.488317,2.333877,2.407775,3.276679,2.114814,3.663054,4.250887,3.155518,1.028527,1.925239,2.668701,138096.28021370992,103500.32415269781,123981.11058295518,108656.28720002435,356.0400085449219
359,2023-02-27,1.325656,1748.998513,2.748459,2.138,2.57,1.523765,2.77122,4.681027,1.478013,2.333439,2.410068,3.246125,2.111245,3.661676,4.242001,3.145268,1.027624,1.933322,2.688129,140024.83982637338,104693.24794043507,125379.55214410834,109579.50354923587,359.6780090332031
360,2023-02-24,1.326162,1761.771259,2.744757,2.1351,2.5915,1.504741,2.770092,4.699344,1.481227,2.328616,2.428497,3.224374,2.090196,3.658306,4.218793,3.155911,1.026767,1.91799,2.669348,139445.57532281987,103871.38857820537,124728.10420850478,109267.82536475826,359.4100036621094
361,2023-02-23,1.32285,1766.500374,2.737313,2.1343,2.5965,1.531771,2.763555,4.706998,1.47002,2.330715,2.447714,3.20658,2.120076,3.657962,4.245657,3.139173,1.026219,1.947103,2.704118,140943.4346085675,105634.35276351497,126928.27693771198,108920.33437175304,359.3900146484375
362,2023-02-22,1.321615,1753.837275,2.728687,2.1332,2.5713,1.535665,2.752048,4.699642,1.456989,2.328987,2.440823,3.172694,2.11432,3.661499,4.231882,3.169028,1.026585,1.952956,2.709932,140152.80452896748,104686.21829219442,124965.48698988743,108917.80846536253,359.2749938964844
363,2023-02-21,1.32009,1754.984456,2.749812,2.1319,2.5728,1.536614,2.768494,4.704814,1.47504,2.328652,2.445996,3.19034,2.118992,3.671645,4.254282,3.177375,1.025176,1.952808,2.711259,139852.07400646806,104239.6379334256,124553.82162963599,108376.79059327394,358.010009765625
365,2023-02-17,1.3179,1775.934956,2.702948,2.1286,2.5974,1.550673,2.764057,4.80896,1.475073,2.32847,2.472092,3.198909,2.181724,3.66225,4.258529,3.198232,1.025281,1.98759,2.763908,143432.59835782647,107304.1740100719,128282.84936027974,110907.83013369143,359.80999755859375
366,2023-02-16,1.318763,1791.789253,2.689111,2.1278,2.6226,1.547007,2.763732,4.754488,1.478291,2.329326,2.484713,3.210737,2.170067,3.664082,4.265337,3.186381,1.025608,1.973331,2.750843,141769.69692993164,106546.91283416748,128046.99517822266,109326.8524017334,354.75
367,2023-02-15,1.32047,1800.66213,2.688123,2.1267,2.6344,1.532132,2.750787,4.750782,1.469893,2.326961,2.493112,3.208239,2.162955,3.624504,4.255809,3.188811,1.025677,1.963275,2.742538,142454.2929375954,107606.45793164335,129250.90748864226,108851.97409877926,351.55499267578125
368,2023-02-14,1.320519,1805.333397,2.694281,2.1258,2.6414,1.52982,2.760313,4.772395,1.47492,2.32593,2.470603,3.211176,2.155918,3.630861,4.232302,3.222413,1.025852,1.962546,2.751755,143996.53192023188,108295.02609115094,130157.82411758974,110801.30444898084,356.5150146484375
369,2023-02-13,1.320113,1799.578737,2.701283,2.1249,2.6338,1.548628,2.769718,4.874251,1.483447,2.326092,2.499001,3.217352,2.195469,3.645347,4.206073,3.216744,1.027485,1.998127,2.805988,146390.34109902196,109237.4970914796,131562.063412291,113660.15304724127,362.2749938964844
370,2023-02-10,1.322051,1790.854708,2.681105,2.1221,2.6198,1.539305,2.766418,4.831683,1.483372,2.320079,2.513369,3.210718,2.184388,3.652515,4.196944,3.229051,1.0267,1.981885,2.783094,144110.70489427075,107083.70986776426,128842.75956237689,111814.51735515147,360.82000732421875
371,2023-02-09,1.323054,1788.032041,2.680179,2.1214,2.6151,1.541451,2.775542,4.760258,1.479378,2.323198,2.497702,3.197314,2.166848,3.66536,4.229562,3.244919,1.026705,1.96069,2.752047,143673.5667130258,107714.98724393174,129575.41789899953,110769.17131902464,360.56500244140625
372,2023-02-08,1.323442,1786.237834,2.674121,2.1205,2.612,1.542792,2.777282,4.839248,1.486357,2.319536,2.509804,3.198965,2.188758,3.655938,4.246092,3.239546,1.026436,1.988031,2.790211,146897.5514158113,110150.8214070769,131891.0847287178,112737.10217912588,365.4599914550781
373,2023-02-07,1.321725,1760.41962,2.655834,2.1195,2.5729,1.552009,2.757281,4.924869,1.471734,2.317404,2.563452,3.187512,2.213754,3.643713,4.253065,3.209854,1.026318,2.025745,2.834315,149405.508185938,112812.30542144924,134377.50717669725,115058.72945512086,367.635009765625
374,2023-02-06,1.320295,1744.005788,2.647938,2.1188,2.5492,1.541121,2.744664,4.814133,1.462544,2.316497,2.54636,3.164246,2.188696,3.653355,4.237566,3.219062,1.025607,1.985375,2.783244,144036.85008325242,107944.49371794239,128171.69730660506,110744.8724171631,359.05999755859375
375,2023-02-03,1.321077,1767.593195,2.635344,2.1159,2.5853,1.542453,2.750357,4.803617,1.46326,2.31663,2.507898,3.157575,2.160577,3.644196,4.252879,3.234957,1.024444,1.962066,2.74752,142482.6688017547,107032.59464199468,127689.57504383847,108908.6656166017,353.0150146484375
376,2023-02-02,1.321919,1777.236113,2.639746,2.1152,2.6031,1.545838,2.767361,4.780265,1.464516,2.315794,2.486228,3.173673,2.178649,3.630161,4.290748,3.219825,1.024271,1.978755,2.766594,144378.5083546238,109245.5097635435,129385.26571229752,110370.36855783686,353.9100036621094
377,2023-02-01,1.319707,1760.445548,2.638272,2.1141,2.5776,1.532793,2.769208,4.814623,1.467976,2.3102,2.459282,3.175529,2.194993,3.640324,4.278904,3.218115,1.023998,1.971787,2.761498,144767.81200000085,107284.21512147598,127812.9898495404,111814.5193578247,360.0299987792969
378,2023-01-31,1.318328,1765.342301,2.628519,2.1131,2.5852,1.526597,2.753429,4.781981,1.46137,2.30965,2.475567,3.183879,2.175313,3.648236,4.25237,3.231799,1.023898,1.956778,2.748598,142950.99902660586,104822.22404264845,124494.59101716522,111926.01951463614,359.2900085449219
379,2023-01-30,1.314527,1777.06513,2.623199,2.1122,2.6007,1.533813,2.755726,4.737506,1.460091,2.308955,2.443827,3.181199,2.146842,3.672452,4.231711,3.238011,1.023687,1.946807,2.7355,140759.99786619097,103186.87512828037,122528.63732060418,110326.85072774068,358.9849853515625
380,2023-01-27,1.314978,1816.243727,2.634846,2.1094,2.655,1.527731,2.757587,4.748482,1.461312,2.30869,2.479726,3.169643,2.155543,3.660089,4.277993,3.236921,1.023241,1.947286,2.737147,141315.5752909556,104405.32983946428,123890.2053912282,110027.42588828132,355.8800048828125
381,2023-01-26,1.315337,1822.82864,2.634348,2.1083,2.6676,1.527931,2.758947,4.743382,1.457498,2.309174,2.445141,3.165967,2.146244,3.661366,4.275662,3.214931,1.023286,1.943521,2.726316,140345.8434829712,102902.80335235596,122758.72774505615,110154.04182434082,354.25
382,2023-01-25,1.314864,1800.740993,2.623191,2.1076,2.6342,1.523061,2.756732,4.722825,1.457594,2.306668,2.401951,3.155473,2.132198,3.667436,4.266274,3.281579,1.023217,1.933785,2.7106,140050.64142876863,101829.50916120037,121906.4887386784,111469.94338751212,357.3900146484375
383,2023-01-24,1.316068,1826.042166,2.630067,2.1061,2.6715,1.546675,2.769546,4.754888,1.464729,2.306646,2.427586,3.148888,2.192606,3.693761,4.271939,3.258916,1.024526,1.973902,2.768248,142438.61203137785,103835.0253042765,124294.05417200178,113194.90004125983,363.6199951171875
384,2023-01-23,1.313324,1821.218241,2.635416,2.1054,2.664,1.539624,2.776301,4.812138,1.465977,2.306012,2.474012,3.149407,2.179946,3.683466,4.257194,3.235444,1.023801,1.962804,2.747166,141842.6392016448,103500.92752837669,123848.64890102111,112282.02040443104,361.7099914550781
385,2023-01-20,1.312536,1808.224001,2.614617,2.1029,2.6456,1.532788,2.759063,4.770994,1.448771,2.300549,2.432949,3.14378,2.17016,3.696104,4.2371,3.229461,1.023302,1.956057,2.736008,140966.92970668618,101833.79157925118,121671.93752251659,112727.60817149654,363.7900085449219
386,2023-01-19,1.314712,1818.127892,2.597223,2.102,2.6597,1.522973,2.759185,4.703333,1.449497,2.297049,2.407117,3.143736,2.145719,3.707923,4.202488,3.243518,1.023341,1.933336,2.699644,139021.10436024237,99573.98082911223,118899.229139301,111546.91670815181,365.4519958496094
387,2023-01-18,1.313671,1824.517881,2.624441,2.1008,2.667,1.546009,2.757801,4.700302,1.447166,2.301079,2.428894,3.145978,2.192798,3.701684,4.17401,3.256807,1.022989,1.948309,2.715523,140817.69424900413,101120.01785832923,121045.41252018884,113294.08290124498,367.4800109863281
388,2023-01-17,1.310491,1803.644233,2.614848,2.0998,2.6342,1.559626,2.756273,4.819126,1.447714,2.302529,2.475447,3.138518,2.234421,3.690693,4.201482,3.27993,1.02266,1.98628,2.777602,143271.26766553614,102591.27285053954,122756.68525923416,115862.18086882308,367.9800109863281
390,2023-01-13,1.309452,1795.413166,2.586961,2.0967,2.6197,1.542954,2.748738,4.772713,1.430229,2.298511,2.460731,3.12696,2.208974,3.680139,4.201823,3.300434,1.021729,1.967445,2.747141,142648.76025003847,101751.96368485224,121391.83351496235,116164.12704287097,365.7099914550781
391,2023-01-12,1.309248,1797.482895,2.579047,2.0958,2.6253,1.544825,2.74318,4.818888,1.429933,2.295924,2.446153,3.148435,2.224773,3.691293,4.14285,3.284519,1.02197,1.980051,2.772298,143651.70399643946,102161.96825706773,122204.06784389354,117911.60486693121,369.7099914550781
392,2023-01-11,1.307539,1802.516739,2.567459,2.0947,2.6292,1.538009,2.729155,4.805401,1.424324,2.293355,2.461601,3.14055,2.214217,3.683593,4.104805,3.271366,1.021375,1.978818,2.765955,143637.7483089771,101972.8647844214,121686.76642601192,118863.67206868902,371.0199890136719
393,2023-01-10,1.306082,1793.446078,2.550649,2.0938,2.6131,1.518901,2.736957,4.739373,1.423009,2.287153,2.43395,3.123706,2.159368,3.689863,4.109883,3.252458,1.02084,1.950503,2.724063,141277.92628985923,99838.85461998824,119191.3811264392,116903.98395867925,369.5400085449219
394,2023-01-09,1.305065,1785.239873,2.556593,2.0931,2.6038,1.518715,2.740761,4.733825,1.424532,2.292102,2.408914,3.11909,2.147734,3.664434,4.095362,3.19035,1.02056,1.944261,2.731942,140483.49781652726,99134.55291791819,118583.85839496553,116758.40568049438,370.03900146484375
395,2023-01-06,1.302643,1769.356501,2.542904,2.0907,2.5806,1.501834,2.724098,4.786076,1.413807,2.284445,2.409598,3.110617,2.149312,3.634298,4.07714,3.184352,1.020013,1.949197,2.743099,142968.08460639417,100182.1280859746,119120.15012482926,119945.35466276854,376.3699951171875
396,2023-01-05,1.301293,1761.915012,2.551858,2.0896,2.569,1.47972,2.708841,4.635631,1.40428,2.275219,2.391364,3.107584,2.090922,3.648534,4.05573,3.187946,1.019512,1.908289,2.665664,138446.61359139718,96572.96485632658,114716.77032633685,116656.94404403679,372.82501220703125
397,2023-01-04,1.298205,1750.626409,2.53233,2.0883,2.5505,1.488775,2.705088,4.699549,1.406831,2.280886,2.400373,3.107707,2.110939,3.630468,4.060733,3.190039,1.018689,1.927379,2.704299,142447.1862928858,99791.64842364471,119152.13259180076,119283.64675482176,379.2200012207031
398,2023-01-03,1.297193,1738.312554,2.51885,2.0878,2.5308,1.475967,2.695039,4.742946,1.417504,2.271536,2.431166,3.104589,2.142342,3.633223,4.044526,3.116516,1.01872,1.931437,2.726917,140136.98475499637,98462.09754519165,117615.33259397373,116510.66965985112,375.95001220703125
400,2022-12-30,1.292126,1706.661856,2.493594,2.0849,2.481,1.44119,2.656803,4.67141,1.404868,2.267804,2.406008,3.101403,2.123265,3.583589,4.012512,3.136604,1.017296,1.899883,2.683665,140306.41406308673,98834.24113721587,118396.06391875818,115781.8979747314,374.82000732421875
401,2022-12-29,1.291766,1715.996312,2.49093,2.084,2.4944,1.464512,2.652046,4.712569,1.399215,2.267608,2.420294,3.099898,2.15432,3.577406,4.007846,3.129232,1.016607,1.919325,2.71359,141746.6396572953,99645.561414822,119359.81394466385,116722.69342792965,377.6700134277344
402,2022-12-28,1.292876,1720.668179,2.502999,2.0831,2.5035,1.452439,2.651876,4.655906,1.401409,2.265336,2.394199,3.097915,2.135317,3.597993,4.004937,3.160183,1.017218,1.900837,2.684259,138890.02402427047,97029.79606148042,115900.34335163143,114308.14721121825,376.7200012207031
403,2022-12-27,1.296746,1723.208864,2.497571,2.0823,2.509,1.45711,2.661341,4.687912,1.412806,2.265603,2.409583,3.100452,2.153507,3.602163,4.025213,3.171222,1.016316,1.908068,2.698189,140309.33571781497,98098.28785762656,117476.83801548555,114837.9062931519,375.8399963378906
404,2022-12-23,1.298476,1754.182961,2.491288,2.0798,2.5473,1.448465,2.656925,4.700378,1.418239,2.268015,2.435229,3.096459,2.163077,3.568508,4.017082,3.185272,1.015525,1.907599,2.702006,141603.1824730225,100026.69573363289,119258.32916862331,115794.98246218264,377.80999755859375
405,2022-12-22,1.298706,1774.899506,2.504121,2.079,2.5729,1.454434,2.654667,4.68101,1.410168,2.270537,2.433232,3.094664,2.166432,3.577288,4.011819,3.189808,1.01549,1.906238,2.694035,141192.05963211134,100084.87410234287,119551.1409157142,114683.18960297853,378.8800048828125
406,2022-12-21,1.297145,1776.951476,2.493335,2.0779,2.576,1.470734,2.653123,4.748753,1.408761,2.269101,2.481991,3.093982,2.203195,3.559942,4.023394,3.161792,1.015295,1.928959,2.740874,143055.90123727452,102466.26040416304,122436.14308098331,116480.62949576415,378.4049987792969
407,2022-12-20,1.29665,1772.838229,2.500568,2.0775,2.5654,1.450103,2.642936,4.687886,1.39985,2.268341,2.446597,3.093238,2.17073,3.563935,4.023233,3.140897,1.016018,1.905152,2.698901,141564.82165715285,101442.85920614563,121054.76929561794,114778.11926269531,380.05999755859375
408,2022-12-19,1.296046,1764.633471,2.508345,2.0769,2.5536,1.454778,2.641153,4.689854,1.392238,2.271544,2.458887,3.0925,2.177106,3.56436,3.986537,3.135956,1.016942,1.9106,2.709203,142602.5821336247,102406.03691377863,121839.88186889514,115022.49916702881,383.3699951171875
409,2022-12-16,1.295328,1756.781064,2.501895,2.0742,2.5431,1.458153,2.632783,4.737748,1.392615,2.274391,2.500528,3.088264,2.188874,3.543232,3.995086,3.144249,1.016643,1.92583,2.739182,143295.07526326645,103485.07426143251,123168.72087142058,114589.49890136719,381.9649963378906
410,2022-12-15,1.295392,1746.877113,2.498324,2.0736,2.5288,1.46667,2.631509,4.7761,1.392395,2.273005,2.525035,3.089589,2.210474,3.538663,4.001619,3.183798,1.016088,1.938406,2.767454,144088.33164044563,103819.32153246924,124009.85835533123,114588.43639390264,379.5450134277344
411,2022-12-14,1.293515,1757.620917,2.511484,2.0731,2.5483,1.516383,2.637137,4.891909,1.392675,2.272763,2.576796,3.08864,2.264755,3.533103,4.05681,3.203723,1.015523,2.003883,2.859117,150228.9160328079,109264.63772616908,131097.98759543244,119398.3175415406,386.0400085449219
412,2022-12-13,1.289666,1751.402129,2.514657,2.0721,2.5416,1.528106,2.636041,4.911579,1.391127,2.272043,2.629871,3.090553,2.285782,3.51195,4.051387,3.219953,1.016054,2.037118,2.910902,153980.27619227394,112108.19411222078,134516.9638952529,122792.53231457528,393.1499938964844
413,2022-12-12,1.287081,1713.483856,2.495516,2.0713,2.4787,1.527468,2.621779,5.022882,1.392562,2.267543,2.656776,3.081511,2.305104,3.505302,4.028717,3.195457,1.014516,2.042564,2.917623,154658.17939927801,112247.4574826248,134526.72016574815,123916.61483605951,397.8699951171875
414,2022-12-09,1.287305,1722.643301,2.493539,2.0692,2.4921,1.525168,2.624618,4.948097,1.388799,2.267477,2.655311,3.076392,2.27914,3.527664,4.039814,3.174127,1.013632,2.021886,2.884982,151827.83343529142,110396.33835647441,131092.25554914214,121397.85197801515,396.2200012207031
415,2022-12-08,1.288471,1709.417051,2.502016,2.0689,2.4761,1.517731,2.630189,4.988167,1.394804,2.270449,2.656507,3.072383,2.287406,3.500796,4.033617,3.171927,1.014273,2.028955,2.898661,150688.84178143367,109447.57825766131,129926.15566679835,119430.95234133303,390.30999755859375
416,2022-12-07,1.289473,1739.639615,2.514711,2.0685,2.521,1.506995,2.627992,4.918359,1.391882,2.272416,2.606607,3.080635,2.25154,3.492902,4.021049,3.210994,1.01477,2.005971,2.858283,150425.42562568,108824.24714258686,128476.18628898077,120089.39823618159,392.67999267578125
417,2022-12-06,1.290985,1767.623251,2.504677,2.0677,2.5602,1.522236,2.634774,4.965577,1.395561,2.268169,2.619769,3.083131,2.272853,3.51143,4.018298,3.179636,1.014793,2.026531,2.89132,150940.79021641798,109458.17433110159,129286.82974392083,121066.80480120238,393.3550109863281
418,2022-12-05,1.28956,1741.594527,2.501393,2.0672,2.5272,1.513525,2.629347,4.930882,1.399159,2.263425,2.673587,3.091941,2.259575,3.4951,4.032623,3.166578,1.014979,2.014788,2.881268,151008.9791606851,110212.7561067231,130311.94746555015,120457.67849140614,387.8599853515625
