,Dátum,BUX,Citadella_Származtatott,Erste_Stock_Hungary_Indexkövető_Részvény_A,Generali_Arany_Oroszlán_ESG,HOLD_Columbus,HOLD_Nemzetközi,HOLD_VM_Abszolút_Származtatott_Befektetési,MBH_Fejlett_Piaci_Részvény,OTP Föld Kincsei Árupiaci Alapok Alapja HUF,OTP_Klímaváltozás_13030,OTP_Supra,Platina Delta Származtatott Befektetési Alap A,Raiffeisen Részvény Alap,Takarék Származtatott Befektetési Alap,VIG_Opportunity_Fejlett_Piaci_Részvény,SPY,QQQ,VGT,BRK-B,USDHUF=X
1454,2018-09-25,1417.722258,2.124816,1.9923,1.059077,1.807184,2.829252,2.112483,1.4643,1.705792,1.217449,4.467456,2.437907,2.536086,0.988835,1.648522,72847.59468758013,48751.86752782669,52580.79089634586,60006.704720144626,275.1969909667969
1455,2018-09-24,1414.466933,2.125223,1.9905,1.056857,1.802074,2.824034,2.111251,1.4596,1.708303,1.212789,4.464257,2.431453,2.533553,0.989738,1.645856,73035.25262782909,48765.817663347814,52649.04788818583,60127.53451458737,275.6499938964844
1456,2018-09-21,1414.340206,2.124451,1.9912,1.061332,1.798322,2.824193,2.114749,1.4629,1.715543,1.209444,4.468169,2.425312,2.540942,0.988019,1.649008,72970.32585422695,48425.917282719165,52235.24074842036,60530.533819232136,274.489990234375
1457,2018-09-20,1428.37882,2.131357,2.0125,1.054621,1.801652,2.84977,2.111583,1.456,1.753477,1.213729,4.482697,2.42346,2.539683,0.988014,1.656207,73598.47717335634,49066.45054560155,52720.393350839615,61316.68732714839,276.6000061035156
1458,2018-09-19,1438.322908,2.134486,2.0256,1.044501,1.804793,2.824495,2.106533,1.4518,1.759597,1.216868,4.478725,2.406148,2.527604,0.986051,1.642515,73162.83621122595,48633.57627534075,52267.453298571054,61245.352707852144,277.1910095214844
1459,2018-09-18,1427.48237,2.139184,2.0112,1.045881,1.800879,2.832429,2.104049,1.4528,1.757737,1.235921,4.473421,2.39848,2.51133,0.982148,1.645635,73335.41869830713,48837.650943046436,52706.695007646456,60718.1792301666,278.1409912109375
1460,2018-09-17,1415.797597,2.141268,1.9939,1.042597,1.805444,2.821048,2.104795,1.4473,1.792455,1.230873,4.465941,2.384798,2.515121,0.982244,1.640938,73212.12447334081,48617.9288157681,52558.0873516202,60383.838741467334,279.17999267578125
1461,2018-09-14,1433.46312,2.138565,2.0168,1.038938,1.795721,2.806696,2.105025,1.4625,1.784391,1.231077,4.465989,2.399656,2.526077,0.982268,1.633647,73079.7886552196,48978.559658084996,52986.64106017444,59977.76528771967,277.20001220703125
1462,2018-09-13,1428.978619,2.143277,2.0124,1.041479,1.796642,2.813273,2.1051,1.4523,1.781065,1.240926,4.47212,2.401041,2.515132,0.984139,1.649678,73654.23064101487,49516.94111332297,53362.17916780338,60046.068279158324,279.427001953125
1463,2018-09-12,1426.884595,2.148598,2.0117,1.037491,1.802528,2.825879,2.105303,1.4546,1.770697,1.244497,4.468082,2.390021,2.528222,0.983418,1.642461,73308.43487588316,49052.06896324456,52815.29700232297,60033.699471093714,279.760009765625
1464,2018-09-11,1437.339596,2.149894,2.0252,1.033162,1.799581,2.813206,2.106284,1.451,1.753574,1.241649,4.477965,2.383657,2.544646,0.981474,1.635248,73369.27510869876,49249.9026669804,52975.10318656918,60240.90718420409,280.05999755859375
1465,2018-09-10,1470.176274,2.152482,2.0668,1.033674,1.807205,2.820725,2.110308,1.446,1.750003,1.241673,4.500536,2.384227,2.528464,0.981803,1.638239,73391.0863834871,49049.10541611537,52831.03806694038,60460.31954807555,281.0669860839844
1466,2018-09-07,1469.731559,2.153035,2.0672,1.028679,1.801471,2.795408,2.11051,1.4494,1.751169,1.228618,4.487387,2.377853,2.553851,0.978524,1.625597,73095.06903905142,48771.92760396749,52516.067074635066,60021.09779136954,280.4200134277344
1467,2018-09-06,1471.711222,2.156736,2.0688,1.037123,1.803725,2.828908,2.11575,1.4495,1.766303,1.233922,4.49669,2.384007,2.561394,0.977588,1.643184,73504.05530261714,49138.69155704323,52869.434001618065,59913.16348115727,281.4410095214844
1468,2018-09-05,1467.454751,2.155786,2.0642,1.044823,1.807388,2.86032,2.113899,1.4634,1.753953,1.235013,4.499079,2.390298,2.575603,0.979341,1.661796,74050.53790435381,49800.22982784361,53387.90978066344,60001.65369255375,282.67999267578125
1469,2018-09-04,1460.824759,2.146818,2.0572,1.054428,1.80318,2.868016,2.113754,1.4808,1.751207,1.24066,4.499275,2.412436,2.58487,0.977064,1.666982,73816.99574503675,50157.250988798216,53915.18673968688,59030.3521012268,281.0299987792969
1471,2018-08-31,1471.23467,2.147847,2.075,1.059477,1.799208,2.849054,2.118805,1.4802,1.800349,1.231892,4.483085,2.412614,2.589832,0.976433,1.656551,73756.48186502513,50245.18187598791,53701.431736550294,58507.55784950685,280.3160095214844
1472,2018-08-30,1470.944231,2.149783,2.0727,1.069809,1.800054,2.853013,2.117641,1.4786,1.799937,1.224991,4.491078,2.415051,2.591617,0.971132,1.659859,73159.30153708253,49775.99945788225,52987.39860569732,58322.245948791504,278.0559997558594
1473,2018-08-29,1471.280317,2.142332,2.0738,1.071717,1.801409,2.858112,2.119191,1.4749,1.806322,1.226089,4.487827,2.427077,2.590662,0.968606,1.660603,73126.97858623695,49640.3237665724,52877.70533435512,58481.23028268805,276.8080139160156
1474,2018-08-28,1454.868455,2.147169,2.0487,1.066543,1.806627,2.832402,2.118584,1.4578,1.809316,1.211575,4.489482,2.421632,2.576871,0.971671,1.646182,72831.49537546095,49138.81160476245,52444.71377715934,58419.755268988665,277.1730041503906
1475,2018-08-27,1449.653442,2.150844,2.0427,1.069335,1.809431,2.85317,2.120765,1.4588,1.804933,1.216348,4.484409,2.432172,2.547216,0.968966,1.656453,72960.21740602702,49177.410162337124,52313.48630226776,58479.044327287,277.7969970703125
1476,2018-08-24,1430.135864,2.15766,2.017,1.062925,1.81322,2.841918,2.120906,1.4522,1.790861,1.215743,4.482827,2.428926,2.547655,0.968387,1.651871,73189.47670095786,49219.71948750503,52488.891772743315,58415.34038446657,280.8699951171875
1477,2018-08-23,1429.900303,2.161192,2.0167,1.060544,1.812762,2.826634,2.121213,1.457,1.741307,1.207228,4.483878,2.424391,2.526891,0.968558,1.64583,72135.12012276798,48353.342983685434,51454.828926716,57714.26710596308,278.489990234375
1478,2018-08-22,1437.098454,2.160429,2.025,1.057318,1.809124,2.823185,2.121303,1.447,1.77075,1.204459,4.477384,2.425656,2.527311,0.968778,1.642597,72436.48793931678,48560.60319640115,51437.59231745778,57903.540254117455,279.2820129394531
1479,2018-08-21,1462.323347,2.164893,2.0599,1.056065,1.812892,2.833697,2.120328,1.4487,1.771902,1.205159,4.482075,2.432407,2.490078,0.966975,1.648695,73124.4176674448,48803.26428030571,51631.76451023575,58745.6030214862,281.7669982910156
1480,2018-08-17,1439.826906,2.170446,2.0308,1.046626,1.813283,2.848188,2.119698,1.4536,1.714667,1.196981,4.462791,2.430466,2.507118,0.964451,1.657071,73544.98024179973,49167.66197378235,52097.35010259785,59249.13298848877,284.6600036621094
1481,2018-08-16,1441.273171,2.171206,2.0307,1.048524,1.81786,2.844539,2.11991,1.46,1.708506,1.203306,4.469774,2.433148,2.504207,0.965133,1.655918,73635.31608857028,49390.3725016471,52161.245641814545,59364.85768307373,286.01300048828125
1482,2018-08-15,1416.003436,2.179988,1.9953,1.042238,1.823339,2.853023,2.121406,1.4568,1.675121,1.205066,4.470737,2.432697,2.506267,0.962528,1.648243,72622.11072185636,48943.80064583756,51542.80734850094,58151.61700439453,284.3599853515625
1483,2018-08-14,1423.107741,2.164471,2.0024,1.055517,1.813861,2.85024,2.118772,1.466,1.778856,1.211774,4.472953,2.433901,2.502833,0.965199,1.657505,72836.82061380055,49325.426612411626,51766.42170906626,58264.50741315493,283.0710144042969
1484,2018-08-13,1410.640166,2.166203,1.9858,1.057926,1.812932,2.843817,2.119925,1.4568,1.780721,1.21316,4.468236,2.426768,2.502994,0.963927,1.65332,72461.67952946015,49076.94652648643,51491.099327303935,58147.229932415765,283.4100036621094
1485,2018-08-10,1429.426072,2.159281,2.0136,1.05799,1.81955,2.827024,2.120904,1.4596,1.807904,1.200221,4.474804,2.434713,2.538624,0.961898,1.645111,71418.68524998892,48242.93214044068,50654.5967933014,57502.031665515155,278.2850036621094
1486,2018-08-09,1456.016299,2.151532,2.0502,1.068608,1.81713,2.806519,2.117339,1.4515,1.805095,1.184022,4.479541,2.438284,2.533887,0.965849,1.631666,71077.52846600208,48058.01410182426,50404.902261193376,57523.4129553223,275.1000061035156
1487,2018-08-08,1460.383844,2.151822,2.0552,1.067029,1.819957,2.804695,2.116685,1.4392,1.796074,1.181909,4.47321,2.448425,2.534516,0.967827,1.630083,71333.61553440616,48194.38545751758,50470.50675457902,57607.6815886572,275.7139892578125
1488,2018-08-07,1465.742379,2.15316,2.0611,1.070484,1.823193,2.808123,2.117988,1.4429,1.794816,1.185782,4.466806,2.454384,2.537826,0.968427,1.632555,71643.64298959728,48325.04218870215,50571.826020842884,57772.85936864745,276.7959899902344
1489,2018-08-06,1472.545854,2.155612,2.0712,1.066913,1.825795,2.810959,2.118691,1.442,1.782055,1.185106,4.48781,2.454533,2.527923,0.966888,1.633004,71365.02858297154,48120.729796830565,50340.27445682697,57002.37813078612,276.6300048828125
1490,2018-08-03,1452.656305,2.15619,2.0437,1.069136,1.830345,2.813085,2.120686,1.438,1.808593,1.1792,4.475175,2.453205,2.518425,0.968592,1.632168,71214.7854479067,47913.50528458133,50122.777206947096,55478.495433068834,277.05999755859375
1491,2018-08-02,1423.878929,2.156114,2.0036,1.067013,1.830445,2.798485,2.119196,1.4351,1.789088,1.183799,4.453903,2.453624,2.529307,0.970143,1.62391,70328.95867691562,47375.114974742755,49584.1997827515,54424.11661673337,274.7860107421875
1492,2018-08-01,1430.758183,2.158361,2.0099,1.077062,1.836521,2.784113,2.12111,1.4234,1.80617,1.172461,4.460402,2.452899,2.51937,0.971998,1.617299,69716.00623703003,46584.179220199585,48716.1215801239,54186.17042160034,273.875
1493,2018-07-31,1412.180302,2.158908,1.9848,1.081803,1.833156,2.782555,2.119767,1.4167,1.826935,1.172677,4.442346,2.452489,2.53919,0.969798,1.618079,70027.98390970565,46537.760067064315,48297.16215425357,54343.21158988774,274.6409912109375
1494,2018-07-30,1419.729411,2.161569,1.9949,1.081382,1.843157,2.793216,2.117386,1.4147,1.795895,1.171945,4.452643,2.453718,2.524819,0.969929,1.623704,70133.31925254874,46481.83266935777,48462.03012280865,55030.46661684569,276.4100036621094
1495,2018-07-27,1420.1092,2.162928,1.992,1.088135,1.836302,2.819834,2.120063,1.4311,1.822512,1.18197,4.452321,2.454349,2.533041,0.970148,1.640519,70925.24625895964,47431.42781201145,49643.74206540501,55044.156452725176,278.0710144042969
1496,2018-07-26,1407.587496,2.162561,1.9784,1.086183,1.827106,2.816581,2.121449,1.4494,1.816708,1.191366,4.445313,2.458625,2.511259,0.970223,1.639987,71154.64451804198,47908.971353792585,50448.34837977821,54712.2160088378,277.0799865722656
1497,2018-07-25,1381.629884,2.170732,1.9451,1.079079,1.822143,2.835276,2.123654,1.4563,1.824235,1.196813,4.436007,2.46081,2.504994,0.971666,1.644828,71757.93717873283,48942.73872271646,50932.484190717805,55087.7376991394,278.7699890136719
1498,2018-07-24,1385.034508,2.170797,1.949,1.086711,1.83319,2.829945,2.120868,1.4519,1.827094,1.196642,4.443039,2.461301,2.477941,0.970788,1.644659,71217.90684190812,48313.13144635409,50255.139534629416,55376.29543110961,279.0299987792969
1499,2018-07-23,1388.526685,2.173401,1.9506,1.075788,1.832299,2.804686,2.117808,1.4394,1.81265,1.194276,4.433554,2.464811,2.467067,0.970675,1.629858,70358.49648643844,47773.41834489629,49974.4134291932,54814.3417758178,277.04998779296875
1500,2018-07-20,1390.33041,2.173092,1.9535,1.077034,1.833878,2.817178,2.120387,1.4329,1.820295,1.202773,4.438106,2.459851,2.448914,0.970328,1.634171,70997.74367082724,48143.783404648304,50323.80019991007,55115.52062306274,280.0870056152344
1501,2018-07-19,1387.513406,2.172004,1.9506,1.078199,1.833781,2.813865,2.12169,1.4426,1.78639,1.204773,4.42445,2.463742,2.442915,0.967328,1.633533,70633.09721005708,47852.4656268945,50042.28846238041,54967.39057706902,278.3299865722656
1502,2018-07-18,1371.757074,2.165566,1.9248,1.078263,1.82403,2.808347,2.124073,1.4383,1.82189,1.191517,4.427977,2.45962,2.436631,0.968905,1.630052,70661.05559930392,47930.60817123018,49925.699112311006,55600.05521335453,277.3900146484375
1503,2018-07-17,1372.843646,2.167187,1.9285,1.067986,1.821843,2.770233,2.120072,1.4336,1.825316,1.178995,4.411477,2.459711,2.431858,0.968234,1.608486,70103.42633856134,47742.447120522615,49664.575135696214,52511.27057750244,275.7799987792969
1504,2018-07-16,1393.254503,2.168432,1.958,1.063482,1.825289,2.766519,2.118674,1.4216,1.841968,1.173746,4.417086,2.462631,2.449167,0.969826,1.605086,70074.17402841011,47625.85316672223,49442.02341231331,53141.759765625,276.7799987792969
1505,2018-07-13,1407.816127,2.173832,1.9766,1.072375,1.832405,2.807025,2.11954,1.427,1.815514,1.191419,4.441556,2.467803,2.451581,0.967548,1.627164,70489.1328568221,47979.88752999809,49863.740634545684,53119.34763175668,278.1700134277344
1506,2018-07-12,1401.544589,2.176966,1.9671,1.072097,1.835179,2.798323,2.118978,1.4337,1.831396,1.188319,4.437819,2.473716,2.441907,0.968949,1.623217,70524.83184835361,48001.8632196472,49991.412996999454,52909.560438128654,278.5299987792969
1507,2018-07-11,1384.772473,2.177148,1.9446,1.064336,1.83851,2.766366,2.11177,1.4217,1.818073,1.177972,4.418871,2.46767,2.457203,0.969821,1.606291,69266.35087524494,46766.88307183189,48717.906693017576,52422.75903365482,276.0400085449219
1508,2018-07-10,1398.384572,2.171337,1.9623,1.079841,1.838434,2.79755,2.115289,1.4219,1.811924,1.188097,4.435087,2.472414,2.434422,0.969457,1.62236,69551.7727575521,46853.900924469344,48818.1316380389,52250.982161560096,275.1499938964844
1509,2018-07-09,1409.148726,2.166372,1.9799,1.069164,1.835524,2.761288,2.111562,1.4155,1.821585,1.170826,4.422945,2.467598,2.434955,0.967541,1.601932,69291.5584046524,46812.228202524595,48711.77030202001,52171.2902935138,275.10699462890625
1510,2018-07-06,1412.964134,2.172085,1.9869,1.069789,1.845594,2.765323,2.109503,1.404,1.811579,1.169072,4.427411,2.465929,2.4379,0.966095,1.60189,69028.43806717079,46634.79521573754,48543.1501049269,51865.965895922855,276.5299987792969
1511,2018-07-05,1435.114416,2.174283,2.0148,1.068007,1.850797,2.754161,2.106363,1.3998,1.826114,1.168138,4.437618,2.463074,2.452487,0.966158,1.594825,69018.03317860188,46301.87835862441,48369.5403342098,52280.06172180176,278.8269958496094
1513,2018-07-03,1429.86085,2.194522,2.0074,1.069378,1.852613,2.771998,2.105576,1.4045,1.828461,1.171688,4.438745,2.46741,2.445512,0.963588,1.607981,69564.42959263083,46472.31535129668,48513.19835054455,52704.48897844786,283.3269958496094
1514,2018-07-02,1416.52103,2.208653,1.9897,1.066193,1.849592,2.792836,2.108194,1.42,1.82243,1.175453,4.433745,2.473686,2.452353,0.964809,1.617948,69385.40619138815,46729.91312221857,48760.14793184772,52892.92966204835,281.6000061035156
1515,2018-06-29,1426.773289,2.200727,2.0033,1.068726,1.856505,2.788133,2.107334,1.4131,1.839415,1.169764,4.436375,2.475384,2.414961,0.965486,1.615247,69812.7299438389,46804.64296713844,48655.71203456819,52997.399722656235,283.94000244140625
1516,2018-06-28,1392.339889,2.210412,1.9567,1.059553,1.854475,2.792601,2.106308,1.4169,1.84181,1.168327,4.418053,2.478857,2.434964,0.966265,1.617495,69530.67619040422,46557.54443845339,48499.46700750943,52983.88924670406,283.20001220703125
1517,2018-06-27,1405.37513,2.20127,1.9756,1.065615,1.859049,2.761477,2.102205,1.4082,1.863489,1.162036,4.422072,2.47815,2.429645,0.966094,1.604806,68346.39452625113,45633.68399394723,47404.331138674635,51768.88151263911,279.9679870605469
1518,2018-06-26,1396.017359,2.203693,1.9627,1.053335,1.850125,2.754787,2.102402,1.4007,1.894974,1.163122,4.403763,2.484853,2.427983,0.965435,1.596071,68522.4773946628,45997.7673702687,47867.02742515132,51898.18738858402,278.364013671875
1519,2018-06-25,1384.55671,2.200242,1.9458,1.051134,1.851175,2.745962,2.101749,1.3874,1.900474,1.155212,4.396404,2.481782,2.439077,0.965357,1.590909,68301.34725366952,45763.89698940329,47566.69001758564,51925.87470455328,278.0799865722656
1520,2018-06-22,1397.724453,2.181659,1.9642,1.069629,1.845205,2.779898,2.109656,1.4143,1.903483,1.168424,4.413506,2.492755,2.433494,0.965539,1.610609,69951.14943613391,47296.906711434945,49190.48060504673,53068.600765393116,280.9200134277344
1521,2018-06-21,1383.957997,2.195199,1.947,1.064572,1.848446,2.810884,2.109925,1.4179,1.852204,1.177151,4.420242,2.490112,2.432068,0.964736,1.626115,69453.48101217672,47150.69018929079,49190.184623748064,52773.14858729858,279.42999267578125
1522,2018-06-20,1397.15206,2.186516,1.967,1.065848,1.842049,2.793625,2.114036,1.4219,1.85717,1.179436,4.416615,2.490941,2.419672,0.963069,1.61756,69523.92428545607,47313.70964352554,49368.71176663088,52673.418380737305,277.9599914550781
1523,2018-06-19,1380.841806,2.190852,1.9448,1.068498,1.845866,2.800535,2.111786,1.41,1.847057,1.183401,4.405477,2.481447,2.439802,0.963103,1.619739,69451.25504922587,47010.980745973065,49264.97210961301,52944.522770037875,278.14300537109375
1524,2018-06-18,1402.019268,2.186729,1.9739,1.071907,1.842984,2.79707,2.117566,1.4195,1.863566,1.189192,4.41448,2.489337,2.478161,0.963164,1.616129,69740.98942707153,47159.78479139274,49624.27554955706,53173.10912642395,278.2330017089844
1525,2018-06-15,1422.974352,2.191406,2.0025,1.084056,1.850222,2.814874,2.119514,1.4206,1.846418,1.188167,4.433191,2.499575,2.488403,0.960295,1.625839,70118.58443000261,47344.934181231074,49716.682333141565,53532.48738740478,279.16400146484375
1526,2018-06-14,1447.382701,2.189678,2.0381,1.083782,1.852854,2.794945,2.117085,1.4338,1.887681,1.18229,4.415211,2.512615,2.482481,0.959384,1.599155,68291.54782504681,46213.77940577548,48543.63955378812,52272.02735900879,271.5429992675781
1527,2018-06-13,1416.287347,2.187838,1.9989,1.068686,1.850742,2.762633,2.114448,1.3981,1.866084,1.173325,4.410009,2.496078,2.502638,0.959252,1.596426,68230.1296088919,45824.57942248043,48363.33811294567,52914.09788507689,271.98199462890625
1528,2018-06-12,1435.322719,2.190324,2.0239,1.071426,1.849952,2.767286,2.116697,1.4014,1.854818,1.161099,4.430172,2.499568,2.492953,0.959368,1.60105,68578.92272949219,45914.4620513916,48550.43468475342,53211.076164245605,272.5
1529,2018-06-11,1445.563825,2.190377,2.0379,1.070078,1.852484,2.765773,2.115517,1.4026,1.859906,1.158275,4.431599,2.503627,2.485938,0.959222,1.597964,68181.26295737457,45468.06387358811,48009.266293863766,52987.16745075071,271.2699890136719
1530,2018-06-08,1450.691345,2.188812,2.0432,1.057873,1.851414,2.751341,2.112336,1.3977,1.841657,1.162759,4.427316,2.497459,2.493043,0.963303,1.59083,67784.47127295379,45141.940167554654,47798.44813768286,52932.49662387092,270.04998779296875
1531,2018-06-07,1477.003295,2.185875,2.0801,1.054153,1.843771,2.713852,2.111205,1.3899,1.844254,1.153703,4.420601,2.498201,2.486292,0.973627,1.571137,67525.36078342795,45099.72515270114,47748.883088864386,52767.32809433341,269.81298828125
1532,2018-06-06,1467.156961,2.189075,2.0634,1.059055,1.839032,2.748586,2.112507,1.3918,1.832319,1.169047,4.424003,2.505247,2.47704,0.960327,1.586949,67989.94215885177,45777.36500459723,48622.40619561635,52695.44793381356,271.6400146484375
1533,2018-06-05,1448.252124,2.188179,2.0389,1.057277,1.83545,2.736146,2.105428,1.3929,1.849339,1.168723,4.420399,2.500772,2.456559,0.957988,1.582719,67629.74086513324,45649.22562126117,48489.40152095677,51977.193733959924,272.4599914550781
1534,2018-06-04,1468.787397,2.191217,2.064,1.061785,1.84106,2.736723,2.103004,1.3943,1.839914,1.171558,4.419934,2.501355,2.429752,0.956566,1.58541,67999.773608163,45790.51598723,48524.143149575684,52444.89466903685,274.1499938964844
1535,2018-06-01,1419.742867,2.193118,1.9953,1.059785,1.843338,2.738012,2.098931,1.3968,1.852537,1.173914,4.400777,2.495457,2.405103,0.954271,1.585898,67499.45157939428,45260.83876429964,47994.16415152419,52560.67782624392,273.4259948730469
1536,2018-05-31,1396.078505,2.192562,1.962,1.045306,1.843453,2.703945,2.088984,1.376,1.874489,1.162611,4.374744,2.491295,2.400095,0.957031,1.564055,66949.30985798873,44631.99012489617,47216.372407009825,52452.402660083026,273.8599853515625
1537,2018-05-30,1375.710197,2.193715,1.9362,1.054926,1.842832,2.744199,2.094741,1.3831,1.89635,1.185218,4.368779,2.495456,2.423524,0.955835,1.587047,68396.53738697385,45346.76349373441,47991.301248289645,53972.61414530035,278.0660095214844
1538,2018-05-29,1377.523713,2.194364,1.9376,1.052027,1.851414,2.733764,2.084973,1.3873,1.866742,1.176615,4.39133,2.492172,2.446751,0.95411,1.58337,66508.13324462436,44365.50744237006,46943.13882247824,52023.810813613236,273.99700927734375
1540,2018-05-25,1412.578214,2.20815,1.9849,1.072586,1.852289,2.729643,2.095276,1.3865,1.858166,1.161621,4.407146,2.506019,2.452698,0.963979,1.581158,66833.32444855338,44265.286448391154,46894.221360654105,52841.8064458007,272.1700134277344
1541,2018-05-24,1417.636746,2.208193,1.9898,1.072052,1.856553,2.731389,2.098457,1.3814,1.882285,1.167949,4.404592,2.509538,2.44536,0.963759,1.580134,66861.48870421201,44134.17459201068,46791.967919543386,52922.83971368894,271.635986328125
1542,2018-05-23,1400.374364,2.213835,1.9694,1.076934,1.861513,2.739755,2.099877,1.386,1.889423,1.168535,4.392195,2.514433,2.470546,0.96323,1.587179,66514.05999545753,43827.843942682724,46486.51614374062,52842.029665615875,269.6709899902344
1543,2018-05-22,1437.610049,2.218978,2.0209,1.082763,1.863925,2.714691,2.100863,1.376,1.887329,1.15906,4.394068,2.520787,2.469295,0.963013,1.572398,66273.29976359988,43422.67769117048,46090.2986704167,53382.95784910396,269.4339904785156
1544,2018-05-18,1452.380025,2.219143,2.0414,1.079999,1.866223,2.708962,2.097449,1.3715,1.880153,1.153174,4.418285,2.512077,2.493812,0.963559,1.569679,65803.47948381677,43132.8092079889,45731.28451441415,52698.184609897435,268.7860107421875
1545,2018-05-17,1482.812145,2.223401,2.0846,1.080069,1.864135,2.707014,2.098139,1.3698,1.884423,1.153273,4.432009,2.515545,2.505463,0.971774,1.569018,65576.68903898541,43099.4564704746,45635.94723049831,52767.35504987184,267.19000244140625
1546,2018-05-16,1484.206388,2.222952,2.0822,1.075214,1.862936,2.708385,2.098406,1.3638,1.874374,1.154109,4.45784,2.50813,2.513874,0.970105,1.568017,65711.73246183293,43318.32902534306,45918.11241014348,52922.29660708131,267.5140075683594
1547,2018-05-15,1487.860662,2.215758,2.0858,1.075881,1.864216,2.683996,2.093467,1.3596,1.884192,1.144252,4.468287,2.506251,2.534658,0.97258,1.554752,64618.59086756408,42495.85174318962,45107.690862765536,52136.59401133424,264.1700134277344
1548,2018-05-14,1525.282572,2.203122,2.1335,1.070373,1.855135,2.668797,2.098247,1.3563,1.869948,1.136573,4.470536,2.502549,2.527827,0.983005,1.544297,64917.18554377556,42873.03877218068,45398.841359354556,52496.474075466394,263.56298828125
1549,2018-05-11,1487.408501,2.201385,2.0835,1.068782,1.855981,2.673585,2.097698,1.3534,1.866792,1.137723,4.462114,2.505086,2.506599,0.985688,1.545018,64921.0051780385,42822.68881053664,45480.274453162216,52556.20999970706,263.7040100097656
1550,2018-05-10,1451.647474,2.20217,2.0381,1.068904,1.860784,2.675766,2.096208,1.3498,1.865986,1.141838,4.444962,2.507421,2.485542,0.986075,1.546501,65310.349628680386,43251.74965932313,46025.494458119385,53538.31343354797,266.0950012207031
1551,2018-05-09,1445.627933,2.206229,2.0291,1.06884,1.863145,2.663686,2.08954,1.3496,1.864425,1.128445,4.437688,2.502552,2.481199,0.986914,1.538761,64492.53143025655,42667.31221267721,45334.453512794804,53009.5203489624,265.2200012207031
1552,2018-05-08,1468.442946,2.199994,2.0604,1.065433,1.868024,2.640609,2.079161,1.3343,1.881986,1.115605,4.446094,2.501286,2.477007,0.988338,1.52323,63446.443028169684,41924.026737404056,44446.9784880802,51697.46752622072,263.44000244140625
1553,2018-05-07,1483.411141,2.197471,2.0819,1.06476,1.86575,2.626407,2.080449,1.3285,1.867148,1.102995,4.455784,2.500555,2.476153,0.990134,1.514998,63186.333545459434,41794.88724164665,44096.6861756295,51700.6580728516,262.3599853515625
1554,2018-05-04,1498.23749,2.198515,2.0981,1.061577,1.870212,2.618206,2.077093,1.3167,1.873108,1.085569,4.461601,2.499794,2.499287,0.988947,1.510668,62788.464581202716,41328.79256106913,43590.19928157749,51177.46672388306,261.5899963378906
1555,2018-05-03,1488.492554,2.198165,2.086,1.054697,1.870424,2.593022,2.06752,1.2988,1.875108,1.078521,4.459874,2.495519,2.501511,0.98917,1.49278,62355.62278544018,40801.10219010105,43039.491309021134,50422.17049111938,263.1499938964844
1556,2018-05-02,1500.525212,2.207354,2.0992,1.05902,1.875141,2.589223,2.066861,1.3058,1.884772,1.079613,4.453897,2.498478,2.504382,0.989196,1.495039,62115.74204228073,40559.57992231939,42646.38457447197,50562.162489477545,261.55999755859375
1557,2018-04-27,1513.306589,2.197033,2.1116,1.045594,1.858116,2.583232,2.081832,1.2887,1.878887,1.077296,4.460451,2.492027,2.516233,0.989179,1.491939,62116.94295020681,40115.92246293649,41761.69528805651,50938.197595900856,258.26800537109375
1558,2018-04-26,1512.181206,2.201303,2.1099,1.044004,1.863336,2.568115,2.081967,1.2906,1.872658,1.076415,4.459807,2.484597,2.510361,0.98919,1.482881,61770.32896263152,39904.894910775125,41744.44751829095,50650.10637931153,257.0679931640625
1559,2018-04-25,1503.73072,2.203655,2.0994,1.037789,1.869952,2.540864,2.06947,1.2695,1.867305,1.066564,4.445946,2.49271,2.519561,0.98913,1.467128,60692.72063689679,38790.67644631863,40608.681834410876,50213.71777084656,255.1510009765625
1560,2018-04-24,1497.467812,2.196886,2.092,1.041985,1.872812,2.537829,2.065563,1.2643,1.875455,1.082856,4.456006,2.48992,2.524436,0.989089,1.464759,60677.13189092185,38830.024057464674,40763.65002215281,50324.91025303956,255.71600341796875
1561,2018-04-23,1507.292454,2.190967,2.1109,1.038515,1.860839,2.538894,2.078561,1.28,1.871159,1.094201,4.449097,2.482559,2.523194,0.988924,1.464748,60837.52506953664,39239.70509411534,41097.800913173705,50441.09399181092,252.93899536132812
1562,2018-04-20,1506.976646,2.179868,2.1088,1.031987,1.855105,2.520213,2.07685,1.2695,1.873955,1.091859,4.446194,2.487408,2.544833,0.988865,1.453706,60376.59496944188,39035.183655107394,40950.54128099629,50229.62939766236,250.98500061035156
1563,2018-04-19,1528.011349,2.174743,2.1334,1.029521,1.852461,2.523888,2.083611,1.2743,1.866497,1.092771,4.455419,2.48942,2.541632,0.988855,1.455528,60824.28032309702,39618.19892273098,41485.38099326007,50235.667152475566,250.70199584960938
1564,2018-04-18,1532.090369,2.172501,2.1379,1.030205,1.849844,2.535015,2.088689,1.2803,1.875985,1.094847,4.464917,2.484583,2.538584,0.988866,1.462017,61180.19371126429,39996.61800367222,41990.3956566595,50031.122174877906,250.77000427246094
1565,2018-04-17,1507.788925,2.167752,2.1074,1.027809,1.84823,2.52585,2.087016,1.2799,1.87024,1.089133,4.450432,2.480431,2.531977,0.988898,1.458798,61042.27443891065,39854.43438038975,41997.5161804331,49895.216248156736,250.38999938964844
