"Dátum","Árfolyam","NEÉ","Kifizetett hozam","Napi befjegy. forgalom","Napi befjegy. forgalom változás(%)","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam"
"2013/02/13","1,986093","34224633757,17171","","-23912436,45","-0,07%","3,15%","4,32%","6,22%","8,98%","11,19%",""
"2013/02/12","1,982921","34193847653,05251","","-10433272,18","-0,03%","2,96%","4,16%","6,33%","8,92%","11,16%",""
"2013/02/11","1,983905","34221254376,23551","","-11516292,47","-0,03%","3,04%","4,21%","6,38%","8,95%","11,18%",""
"2013/02/08","1,98375","34230096105,43251","","9771669,84","0,03%","3,1%","4,39%","6,18%","8,86%","11,17%",""
"2013/02/07","1,983417","34214580078,67351","","79066569,17","0,23%","3,15%","4,41%","6,16%","8,82%","11,17%",""
"2013/02/06","1,98446","34153464016,422512","","122178822,04","0,36%","3,3%","4,66%","6,29%","8,84%","11,17%",""
"2013/02/05","1,984414","34030496345,47011","","25229592,58","0,07%","3,3%","4,71%","6,37%","8,84%","11,16%",""
"2013/02/04","1,984929","34014091883,318913","","-27053547,25","-0,08%","2,93%","4,74%","6,4%","8,83%","11,16%",""
"2013/02/01","1,985509","34051092317,513012","","165114818,34","0,48%","2,96%","4,65%","7,24%","8,83%","11,16%",""
"2013/01/31","1,984451","33867920988,630512","","-338468364,29","-1%","2,91%","4,42%","7,76%","8,88%","11,17%",""
"2013/01/30","1,992664","34347958520,28751","","23339844,26","0,07%","3,08%","4,67%","8,24%","9,03%","11,28%",""
"2013/01/29","1,998551","34426025150,05111","","59340784,66","0,17%","3,48%","5,02%","8,35%","9,14%","11,34%",""
"2013/01/28","1,997255","34344398607,89251","","36293129,45","0,11%","3,35%","4,95%","8,28%","9,11%","11,34%",""
"2013/01/25","1,996044","34287303369,685513","","41198664,79","0,12%","2,76%","5,03%","8,31%","9,08%","11,36%",""
"2013/01/24","1,988953","34124444496,77251","","63541072,54","0,19%","2,5%","4,95%","8,16%","8,96%","11,26%",""
"2013/01/23","1,985159","33995931015,33331","","78771795,13","0,23%","2,29%","4,79%","7,94%","8,89%","11,23%",""
"2013/01/22","1,987226","33952474662,49451","","87657965,52","0,26%","2,4%","4,9%","8,12%","8,93%","11,34%",""
"2013/01/21","1,991067","33930272141,36251","","70815225,07","0,21%","2,59%","5,1%","8,33%","9,12%","11,39%",""
"2013/01/18","1,986835","33787488860,13251","","22988727,84","0,07%","1,71%","4,92%","8,46%","9,04%","11,35%",""
"2013/01/17","1,988147","33786796409,62651","","58825394,06","0,17%","1,71%","4,92%","8,92%","9,07%","11,33%",""
"2013/01/16","1,984398","33664371008,45251","","110409577,19","0,33%","1,73%","4,61%","9,01%","9%","11,33%",""
"2013/01/15","1,984389","33553809251,282513","","196648569,79","0,59%","2,13%","4,66%","9,36%","9%","11,37%",""
"2013/01/14","1,989899","33449782619,71251","","11539818,65","0,03%","2,55%","4,95%","9,67%","9,02%","11,45%",""
"2013/01/11","1,991866","33471296249,30251","","17920554,38","0,05%","2,43%","5,27%","9,45%","9,06%","11,47%",""
"2013/01/10","1,987709","33383558908,672512","","-23839191,74","-0,07%","2,24%","5,06%","9,26%","9,05%","11,43%",""
"2013/01/09","1,984076","33346338318,872513","","-7770112,15","-0,02%","2,04%","4,82%","9,39%","8,98%","11,4%",""
"2013/01/08","1,982073","33320436193,07251","","-5250217,03","-0,02%","1,65%","4,52%","9,05%","8,94%","11,37%",""
"2013/01/07","1,983728","33353512837,79251","","42099401,15","0,13%","1,55%","4,6%","9,14%","9,06%","11,4%",""
"2013/01/04","1,986945","33365434359,38251","","19263343,25","0,06%","1,57%","4,57%","8,73%","9,31%","11,45%",""
"2013/01/03","1,985616","33323866895,34251","","46428331,83","0,14%","1,94%","4,5%","9,12%","9,36%","11,43%",""
"2013/01/02","1,983827","33247456262,00251","","33193181,25","0,1%","1,98%","4,52%","9,01%","9,33%","11,41%",""
"2012/12/28","1,961992","32848690158,13251","","-32301422,36","-0,1%","1,06%","3,61%","8,17%","8,93%","11,15%",""
"2012/12/27","1,974041","33082920572,84251","","63699313,7","0,19%","1,49%","3,9%","8,53%","9,18%","11,3%",""
"2012/12/21","1,970177","32954589232,27251","","73903858,39","0,22%","1,42%","3,97%","8,77%","9,13%","11,25%",""
"2012/12/20","1,972729","32923276221,852512","","5949885,78","0,02%","1,48%","4,03%","8,94%","9,2%","11,29%",""
"2012/12/19","1,967756","32834345924,74251","","30392928,76","0,09%","1,27%","3,83%","9,07%","9,11%","11,23%",""
"2012/12/18","1,965626","32768444315,09251","","-17330245,69","-0,05%","1,18%","3,87%","8,97%","9,07%","11,21%",""
"2012/12/17","1,958854","32672820588,192513","","-46164221,91","-0,14%","0,81%","3,58%","8,59%","8,93%","11,12%",""
"2012/12/14","1,959885","32736205732,81251","","-45858314,22","-0,14%","0,74%","3,67%","8,71%","8,91%","11,13%",""
"2012/12/13","1,957723","32745901301,532513","","1987943,16","0,01%","0,83%","3,6%","8,61%","8,87%","11,12%",""
"2012/12/12","1,959568","32774771922,192513","","-45213797,46","-0,14%","1,38%","3,47%","8,74%","8,91%","11,14%",""
"2012/12/11","1,957359","32782988101,58251","","-25245390,52","-0,08%","1,46%","3,55%","8,66%","8,86%","11,12%",""
"2012/12/10","1,946752","32630444475,04251","","-24107978,84","-0,07%","0,97%","2,87%","8,07%","8,68%","11%",""
"2012/12/07","1,947419","32665740620,88251","","-30682043,3","-0,09%","0,78%","2,9%","8,16%","8,67%","11,01%",""
"2012/12/06","1,948747","32718719277,95251","","-39142695,18","-0,12%","0,97%","3,04%","8,23%","8,7%","11,03%",""
"2012/12/05","1,942342","32650195813,32251","","-63467968,7","-0,19%","1,36%","2,75%","7,75%","8,58%","10,97%",""
"2012/12/04","1,942219","32711592169,172512","","-27017897,93","-0,08%","1,2%","2,73%","7,79%","8,58%","10,97%",""
"2012/12/03","1,9405","32709634101,622513","","-51583884,4","-0,16%","1,02%","2,62%","7,69%","8,47%","10,94%",""
"2012/11/30","1,939664","32747103902,93251","","-44722234,35","-0,14%","1,44%","2,59%","7,73%","8,48%","10,93%",""
"2012/11/29","1,93911","32782460251,39251","","-13341733,71","-0,04%","1,22%","2,57%","7,71%","8,5%","10,91%",""
"2012/11/28","1,928881","32622800835,86251","","-51878719,7","-0,16%","0,75%","2%","7,16%","8,31%","10,79%",""
"2012/11/27","1,932676","32738965744,762512","","-5132217,56","-0,02%","1,12%","2,2%","7,39%","8,38%","10,85%",""
"2012/11/26","1,933186","32752738567,352512","","-41459163,9","-0,13%","1,11%","2,23%","7,42%","8,34%","10,76%",""
"2012/11/23","1,933699","32802900165,18251","","-122398383,33","-0,37%","1,4%","2,29%","7,33%","8,4%","10,85%",""
"2012/11/22","1,930403","32869177205,942513","","-78132306,33","-0,24%","1,03%","2,21%","7,17%","8,41%","10,79%",""
"2012/11/21","1,929624","32934013866,692513","","-24381428,8","-0,07%","0,99%","2,09%","7,13%","8,39%","10,79%",""
"2012/11/20","1,929339","32953527433,84251","","62109950,43","0,19%","0,88%","2,07%","7,09%","8,39%","10,78%",""
"2012/11/19","1,929642","32896583034,672512","","-18937952,3","-0,06%","0,89%","2,09%","7,11%","8,39%","10,78%",""
"2012/11/16","1,926997","32870403004,98251","","-27164046,46","-0,08%","0,82%","1,97%","6,84%","8,19%","10,82%",""
"2012/11/15","1,925723","32875817406,57251","","-91175877,36","-0,28%","1,1%","1,81%","6,7%","8,29%","10,8%",""
"2012/11/14","1,925487","32962953133,602512","","-12628215,79","-0,04%","1,16%","1,57%","6,6%","8,28%","10,8%",""
"2012/11/13","1,925482","32975495720,192513","","-47879512,64","-0,15%","1,13%","1,56%","6,42%","8,28%","10,79%",""
"2012/11/12","1,925836","33029446582,672512","","12363938,43","0,04%","1,16%","1,58%","6,44%","8,31%","10,76%",""
"2012/11/09","1,925374","33009161984,23251","","-14488892,31","-0,04%","1,2%","0,95%","5,67%","8,33%","10,8%",""
"2012/11/08","1,924097","33001748013,942513","","-59001860,26","-0,18%","1,25%","0,92%","5,95%","8,36%","10,78%",""
"2012/11/07","1,922908","33040319910,64251","","-117718137,51","-0,36%","1,22%","0,87%","5,95%","8,34%","10,81%",""
"2012/11/06","1,920983","33124843936,29251","","3784908,21","0,01%","1,31%","0,8%","6,18%","8,3%","10,74%",""
"2012/11/05","1,920974","33120903852,56251","","-194514,67","-0%","1,36%","0,8%","6,18%","8,33%","10,73%",""
"2012/10/31","1,928376","33248722359,07851","","8329212,67","0,03%","1,46%","0,49%","5,84%","8,49%","10,82%",""
"2012/10/30","1,933077","33321426662,79251","","102510556,27","0,31%","1,54%","0,74%","6,1%","8,58%","10,92%",""
"2012/10/29","1,931291","33188224631,65251","","30999959,06","0,09%","1,49%","0,65%","6%","8,57%","10,89%",""
"2012/10/26","1,932547","33178788214,38251","","63476244,8","0,19%","1,56%","1,05%","6,9%","8,41%","10,98%",""
"2012/10/25","1,942519","33286187964,30251","","32521337,55","0,1%","2,22%","1,82%","7,72%","8,61%","11,12%",""
"2012/10/24","1,940504","33219172169,68251","","22831396,16","0,07%","2,39%","2,24%","7,02%","8,58%","11,11%",""
"2012/10/19","1,940736","33200309614,122513","","17061869,53","0,05%","2,46%","2,03%","7,99%","8,79%","11,12%",""
"2012/10/18","1,95351","33401661174,70251","","-43835021,31","-0,13%","3,16%","2,65%","8,25%","9,04%","11,22%",""
"2012/10/17","1,954637","33464791246,57251","","40968346,37","0,12%","3,15%","2,72%","8,95%","9,06%","11,23%",""
"2012/10/16","1,950714","33356740543,102512","","40973837,05","0,12%","2,84%","2,79%","8,22%","8,99%","11,16%",""
"2012/10/15","1,942929","33182808597,48251","","-3043333,71","-0,01%","2,47%","2,41%","7,78%","8,8%","11,02%",""
"2012/10/12","1,940471","33143868500,99251","","-11780579,58","-0,04%","2,38%","1,9%","8,07%","9,16%","10,99%",""
"2012/10/11","1,944536","33225105265,96251","","34949860,37","0,11%","2,77%","2,55%","8,44%","9,29%","11,06%",""
"2012/10/10","1,944227","33184881264,09251","","23898937,65","0,07%","2,76%","2,69%","8,32%","9,29%","11,12%",""
"2012/10/09","1,94445","33164785842,73251","","63300839,98","0,19%","2,73%","2,13%","9,28%","9,29%","11,11%",""
"2012/10/08","1,949889","33194076212,05251","","76679448,45","0,23%","2,82%","2,41%","9,59%","9,38%","11,18%",""
"2012/10/05","1,953526","33179168470,622513","","3308367,29","0,01%","2,83%","2,6%","10,43%","9,59%","11,23%",""
"2012/10/04","1,956272","33222494195,66251","","9175104,3","0,03%","2,96%","2,73%","11,24%","9,73%","11,3%",""
"2012/10/03","1,947824","33069890100,05251","","53096563,84","0,16%","2,51%","2,09%","11,34%","9,57%","11,22%",""
"2012/10/02","1,94529","32973840705,352512","","17532213,6","0,05%","2,49%","1,92%","11,17%","9,52%","11,17%",""
"2012/10/01","1,944512","32943127933,58251","","14774396","0,04%","2,57%","2,06%","11,12%","9,31%","11,17%",""
"2012/09/28","1,941381","32875333203,98251","","-682962,97","-0%","2,52%","1,97%","11,02%","9,17%","11,17%",""
"2012/09/27","1,945079","32938639375,782513","","65340302,34","0,2%","2,37%","2,01%","10,88%","9,3%","11,2%",""
"2012/09/26","1,935164","32705728110,872513","","2186915,91","0,01%","2,14%","1,3%","10,69%","9,12%","11,11%",""
"2012/09/25","1,937202","32737982625,74251","","12991733,91","0,04%","2,3%","1,84%","11,03%","9,16%","11,18%",""
"2012/09/24","1,943715","32835014454,512512","","68942433,02","0,21%","2,58%","2,19%","11,41%","9,29%","11,27%",""
"2012/09/21","1,942604","32747343398,20251","","-3360446,38","-0,01%","2,51%","2,07%","11,37%","9,35%","11,24%",""
"2012/09/20","1,943922","32772924239,30251","","60075376,96","0,18%","2,51%","2,15%","10,96%","9,4%","11,28%",""
"2012/09/19","1,943011","32697518306,22251","","-6392752,6","-0,02%","2,52%","2,01%","11,26%","9,38%","11,28%",""
"2012/09/18","1,942725","32699097231,95251","","3260216,66","0,01%","2,66%","2,33%","11,51%","9,38%","11,38%",""
"2012/09/17","1,943161","32703174844,852512","","-23819937,45","-0,07%","2,75%","2,35%","11,54%","9,37%","11,43%",""
"2012/09/14","1,945482","32766085395,422512","","6731289,63","0,02%","2,9%","2,47%","11,56%","9,85%","11,41%",""
"2012/09/13","1,941619","32694306274,50251","","23690411,66","0,07%","2,75%","2,22%","11,48%","9,69%","11,39%",""
"2012/09/12","1,932944","32524646137,262512","","1967655,05","0,01%","2,06%","2,35%","11,09%","9,52%","11,3%",""
"2012/09/11","1,929111","32458186481,09251","","22935563,96","0,07%","2,06%","2,16%","10,9%","9,45%","11,34%",""
"2012/09/10","1,927998","32416537409,06251","","23050691,01","0,07%","1,88%","2,1%","10,84%","9,51%","11,31%",""
"2012/09/07","1,93241","32467615458,54251","","13864648,32","0,04%","2,11%","2,72%","10,62%","9,58%","11,35%",""
"2012/09/06","1,930085","32414703728,79251","","21663194,79","0,07%","2,05%","2,83%","10,25%","9,58%","11,27%",""
"2012/09/05","1,916363","32162741193,71251","","14909657,18","0,05%","1,38%","1,68%","9,46%","9,32%","11,13%",""
"2012/09/04","1,919114","32193980770,55251","","-21526129,35","-0,07%","1,51%","1,81%","9,65%","9,37%","11,11%",""
"2012/09/03","1,920836","32244413521,852512","","-38100721,92","-0,12%","1,58%","1,9%","9,75%","9,42%","11,21%",""
"2012/08/31","1,918929","32250464264,15251","","-4775068,71","-0,01%","1,47%","1,82%","10,01%","9,35%","11,18%",""
"2012/08/30","1,912044","32139509505,02751","","-2105190,41","-0,01%","1,13%","1,45%","9,78%","9,22%","11,13%",""
"2012/08/29","1,915731","32203593464,43251","","-28025479,9","-0,09%","1,33%","1,65%","9,7%","9,29%","11,16%",""
"2012/08/28","1,914548","32211715312,13391","","-12258580,08","-0,04%","1,24%","1,25%","9,63%","9,26%","11,13%",""
"2012/08/27","1,911315","32169558903,60976","","2433061,08","0,01%","1,07%","1,31%","9,45%","9,17%","11,06%",""
"2012/08/24","1,911932","32177509853,87876","","4844496,24","0,02%","1,12%","1,44%","9,36%","9,22%","11,11%",""
"2012/08/23","1,907065","32090766857,95151","","-5844634,47","-0,02%","0,88%","1,26%","9,16%","9,69%","11,06%",""
"2012/08/22","1,910804","32159540249,629562","","73362640,76","0,23%","1,17%","1,62%","9,41%","9,76%","11,12%",""
"2012/08/21","1,910658","32083725980,16516","","-773380,09","-0%","1,08%","1,43%","9,58%","9,75%","11,17%",""
"2012/08/17","1,912575","32116690356,906612","","11665275,33","0,04%","1,23%","1,76%","10,03%","9,98%","11,23%",""
"2012/08/16","1,911254","32082850401,82371","","32030471,29","0,1%","1,14%","2%","10,05%","9,79%","11,22%",""
"2012/08/15","1,904807","31942706808,940613","","-8646592,55","-0,03%","0,71%","1,86%","9,94%","9,67%","11,05%",""
"2012/08/14","1,903488","31929228411,85751","","-68183233,06","-0,21%","0,41%","1,79%","9,99%","9,64%","11,06%",""
"2012/08/13","1,90389","32004169218,111313","","-3529662,58","-0,01%","0,43%","1,82%","10,01%","9,59%","11,03%",""
"2012/08/10","1,903714","32004740014,89506","","-28350750,88","-0,09%","0,04%","2,08%","9,95%","9,68%","11,03%",""
"2012/08/09","1,902493","32012545450,75751","","319753734,02","1%","-0,25%","1,68%","9,92%","9,72%","10,99%",""
"2012/08/08","1,90031","31656426082,64001","","-114133651,29","-0,36%","-0,33%","1,71%","9,78%","9,68%","11,01%",""
"2012/08/07","1,899709","31760511843,64251","","40658511,25","0,13%","-0,35%","1,68%","9,81%","9,66%","11,02%",""
"2012/08/06","1,896132","31660127387,32991","","-15725108,3","-0,05%","-0,5%","1,55%","9,6%","9,58%","10,96%",""
"2012/08/03","1,895152","31659481095,618862","","-48815738,36","-0,15%","-0,62%","1,59%","9,41%","9,52%","10,94%",""
"2012/08/02","1,889208","31608846174,40871","","-3393053,11","-0,01%","-1,12%","1,83%","9,26%","9,54%","10,89%",""
"2012/08/01","1,897371","31748831232,638412","","37716681,56","0,12%","-1,12%","2,48%","10,03%","9,7%","10,98%",""
"2012/07/31","1,900542","31764112064,081013","","8927895,28","0,03%","-0,96%","3,2%","10,23%","9,76%","10,99%",""
"2012/07/30","1,903754","31808851833,896763","","13835696,75","0,04%","-0,79%","3,41%","10,42%","9,91%","11,03%",""
"2012/07/27","1,902965","31781838873,838013","","-80592990,6","-0,25%","-0,83%","3,17%","10,52%","9,83%","11,02%",""
"2012/07/26","1,902769","31859150124,28941","","15971927,98","0,05%","-0,5%","3,08%","10,31%","9,83%","10,97%",""
"2012/07/25","1,900409","31803683175,86851","","-37961547,58","-0,12%","-0,38%","3,13%","10,09%","9,78%","10,89%",""
"2012/07/24","1,895188","31754166066,43471","","3108944,64","0,01%","-0,14%","3,06%","9,74%","9,68%","10,82%",""
"2012/07/23","1,894496","31739463690,68146","","10282665,07","0,03%","-0,16%","3,01%","9,7%","9,73%","10,81%",""
"2012/07/20","1,894393","31727455972,80551","","20125745,05","0,06%","-0,48%","3,07%","10,16%","10,06%","10,84%",""
"2012/07/19","1,894092","31702292251,79111","","17380970,41","0,05%","-0,42%","3,07%","10,13%","10,05%","10,82%",""
"2012/07/18","1,893716","31678621446,119713","","35690979,97","0,11%","-0,49%","3,37%","10,2%","10,05%","10,88%",""
"2012/07/17","1,894987","31664168162,10191","","20949583,89","0,07%","-0,42%","3,82%","10,34%","10,07%","10,87%",""
"2012/07/16","1,896931","31675680234,63151","","3073165,31","0,01%","-0,04%","4,2%","10,45%","10,07%","10,92%",""
"2012/07/13","1,896045","31657813737,42451","","37377328,6","0,12%","-0,06%","4,49%","10,42%","10,82%","10,92%",""
"2012/07/12","1,895356","31608945921,68436","","38760680,34","0,12%","-0,47%","3,94%","10,55%","10,93%","10,94%",""
"2012/07/11","1,892194","31517517074,66191","","-3850718,22","-0,01%","-0,21%","3,98%","10,41%","10,87%","10,89%",""
